#{"t_start": 1639682874.3614974, "env_id": null}
r,l,t
-5,562,990.363847
-5,600,990.966991
-5,598,991.736672
-5,730,992.616904
-5,691,993.285738
-5,628,994.041079
-5,597,994.627398
-5,612,995.366964
-5,502,996.018589
-4,813,996.823014
-5,971,997.920879
-5,609,998.68116
-5,710,999.539021
-5,707,1000.247453
-5,603,1001.023875
-5,665,1001.834676
-5,782,1002.616296
-5,682,1003.443711
-4,559,1004.163836
-5,856,1005.016394
-4,792,1005.96698
-5,793,1006.981416
-5,475,1007.560854
-5,883,1009.081165
-5,530,1009.955259
-5,509,1010.958527
-4,589,1012.150684
-5,773,1013.412472
-5,671,1014.094137
-5,577,1014.834427
-5,858,1016.993026
-4,655,1018.42769
-5,525,1019.74307
-4,693,1021.92019
-5,649,1023.306339
-5,544,1024.534085
-5,727,1026.809866
-4,659,1027.667825
-3,977,1028.833037
-5,631,1029.609645
-5,610,1030.225158
-5,548,1030.914372
-5,531,1031.443621
-4,848,1032.424299
-5,479,1032.891293
-5,579,1033.591482
-5,627,1034.341226
-5,614,1034.930655
-5,609,1035.679755
-5,791,1036.726234
-5,546,1037.258412
-5,704,1038.116946
-5,497,1038.612048
-5,739,1039.489743
-5,834,1040.449493
-5,601,1041.038509
-5,661,1041.825947
-5,548,1042.601498
-5,503,1042.985295
-5,558,1043.426647
-5,557,1043.85651
-5,749,1044.439131
-5,457,1044.786412
-5,610,1045.256262
-5,614,1045.733982
-5,582,1046.184563
-5,484,1046.569562
-5,682,1047.089626
-5,594,1047.549524
-5,793,1048.152721
-4,1053,1048.963244
-5,536,1049.386954
-5,681,1049.905872
-5,624,1050.396798
-5,657,1050.899624
-5,478,1051.272034
-5,503,1051.670415
-5,634,1052.159104
-5,582,1052.614941
-5,761,1053.197172
-5,815,1053.858683
-5,829,1054.527117
-5,665,1055.042111
-5,833,1055.695309
-5,666,1056.205728
-5,559,1056.648529
-2,1256,1057.621378
-4,751,1058.201265
-5,583,1058.649408
-5,540,1059.060857
-5,897,1059.76776
-5,488,1060.151916
-5,433,1060.492577
-5,532,1060.897455
-5,633,1061.385037
-5,505,1061.772814
-5,668,1062.287225
-5,609,1062.754584
-5,430,1063.190881
-5,517,1063.593983
-5,771,1064.184932
-5,585,1064.638111
-5,957,1065.382692
-5,978,1066.166869
-5,538,1066.612548
-5,578,1067.056506
-5,596,1067.529835
-5,612,1068.003465
-5,543,1068.435106
-4,619,1068.945476
-5,515,1069.354803
-5,575,1069.793941
-5,742,1070.378003
-5,677,1070.893464
-5,782,1071.499451
-5,574,1071.945253
-5,490,1072.329259
-5,592,1072.788499
-5,731,1073.361329
-5,441,1073.707783
-5,589,1074.172172
-5,644,1074.675314
-5,619,1075.147376
-5,861,1075.816643
-5,912,1076.530459
-5,734,1077.098649
-5,1129,1078.021459
-5,611,1078.502583
-5,829,1079.142568
-5,451,1079.494965
-5,636,1079.985965
-5,813,1080.635349
-5,499,1081.015432
-5,615,1081.507898
-5,494,1081.891395
-5,600,1082.354826
-5,653,1082.872815
-5,635,1083.455003
-5,581,1083.95213
-5,539,1084.450181
-5,747,1085.039385
-4,952,1085.803719
-5,472,1086.167274
-5,575,1086.627205
-5,717,1087.20931
-5,509,1087.610153
-5,501,1087.994475
-4,548,1088.437422
-5,954,1089.163133
-5,676,1089.685684
-5,636,1090.174118
-5,667,1090.700445
-5,538,1091.12087
-5,655,1091.635267
-5,794,1092.253914
-5,636,1092.741823
-5,539,1093.260487
-5,411,1093.817618
-5,832,1094.788038
-5,655,1095.42929
-5,747,1096.293931
-5,996,1097.420684
-5,550,1098.086509
-5,977,1099.108227
-5,681,1099.9576
-4,759,1100.840134
-5,546,1101.373708
-5,479,1101.983505
-5,534,1102.513334
-5,837,1103.478692
-5,649,1104.411594
-5,741,1105.434131
-5,537,1106.036633
-5,778,1107.08288
-5,748,1107.959479
-5,474,1108.501886
-5,636,1109.461929
-5,557,1110.346093
-5,793,1111.466816
-4,1162,1112.836314
-5,614,1113.682391
-5,700,1114.406859
-4,642,1115.171911
-5,629,1116.032287
-5,543,1116.660707
-5,794,1117.844007
-5,675,1118.713274
-5,475,1119.17086
-5,748,1120.066256
-5,738,1120.927056
-5,518,1121.498161
-5,594,1122.34708
-5,497,1122.926798
-4,586,1123.825522
-5,686,1124.536727
-5,830,1125.55528
-5,746,1126.416888
-5,674,1127.231005
-4,767,1127.990541
-5,611,1128.829495
-5,754,1129.891685
-5,727,1130.82379
-5,720,1131.804718
-5,529,1132.515949
-5,704,1133.337702
-5,771,1134.48721
-4,893,1135.830603
-5,636,1136.476023
-4,778,1137.379802
-5,655,1138.16748
-5,745,1139.037539
-5,520,1139.560035
-5,1194,1140.900142
-5,508,1141.581313
-5,847,1142.65391
-4,918,1143.774369
-5,652,1144.477202
-5,506,1145.119296
-5,535,1145.689222
-5,666,1146.526476
-5,814,1147.534569
-3,1165,1148.875973
-5,524,1149.44694
-5,579,1150.198402
-5,515,1150.708951
-5,545,1151.414145
-4,559,1151.998972
-5,574,1152.731968
-5,662,1153.568611
-5,672,1154.247506
-5,629,1155.053762
-5,1083,1156.35741
-5,945,1157.517205
-5,708,1158.436339
-5,596,1159.024486
-5,621,1159.875296
-5,1296,1161.762217
-5,602,1162.574901
-4,575,1163.163821
-5,482,1163.796963
-5,407,1164.20157
-5,582,1164.938348
-5,1054,1166.193072
-4,922,1167.275694
-5,549,1167.862778
-5,563,1168.58904
-5,623,1169.206743
-5,557,1169.89161
-5,593,1170.481422
-5,867,1171.497929
-5,391,1172.054228
-5,585,1172.677109
-5,698,1173.560255
-5,435,1173.990403
-5,512,1174.639628
-5,714,1175.363652
-5,1083,1176.718441
-5,693,1177.440957
-5,493,1178.112993
-5,516,1178.66012
-5,701,1179.516174
-4,667,1180.344281
-5,818,1181.158438
-4,709,1182.036552
-5,619,1182.800209
-5,624,1183.430232
-5,952,1184.505923
-4,1184,1185.902901
-5,1137,1187.18928
-5,739,1188.054089
-5,762,1189.008844
-4,734,1189.941565
-5,753,1190.774676
-5,780,1191.781598
-5,797,1192.787404
-5,539,1193.328856
-5,623,1194.096235
-5,683,1194.927955
-5,463,1195.393784
-5,683,1196.201705
-5,549,1196.747129
-5,649,1197.542319
-5,690,1198.372246
-5,721,1199.150047
-5,619,1199.933053
-5,740,1200.914973
-5,518,1201.450596
-5,494,1202.082128
-5,810,1202.913217
-4,1010,1204.058332
-5,903,1205.128177
-5,422,1205.722927
-5,829,1206.697246
-4,759,1207.548784
-5,778,1208.502386
-5,590,1209.253416
-5,738,1210.005197
-5,554,1210.711284
-5,901,1211.746987
-5,585,1212.328213
-4,832,1213.960841
-5,630,1214.459838
-5,684,1215.002609
-5,551,1215.449596
-5,570,1215.901006
-5,522,1216.317715
-5,774,1216.933833
-3,971,1217.69863
-5,594,1218.157835
-5,860,1218.860938
-5,926,1219.594247
-3,780,1220.203048
-5,692,1220.747019
-5,524,1221.189508
-5,1116,1222.120274
-5,732,1222.694054
-5,809,1223.332093
-5,554,1223.759074
-5,861,1224.425933
-5,657,1224.92563
-5,1054,1225.737962
-4,783,1226.342232
-5,1044,1227.153821
-5,832,1227.803509
-5,833,1228.454742
-5,684,1228.973216
-4,797,1229.601291
-5,598,1230.064919
-5,736,1230.635998
-5,495,1231.013951
-5,603,1231.481124
-4,776,1232.077986
-5,546,1232.51549
-5,557,1232.937686
-5,901,1233.934017
-5,469,1234.397591
-5,677,1234.932019
-5,707,1235.603969
-5,645,1236.136876
-4,587,1236.607898
-5,1296,1237.705045
-5,910,1238.480056
-5,598,1238.96699
-5,528,1239.401183
-5,599,1239.929596
-5,683,1240.481697
-5,548,1240.940675
-5,695,1241.497213
-5,779,1242.138764
-5,725,1242.744675
-5,975,1243.532845
-5,579,1243.992686
-5,615,1244.506006
-5,707,1245.13028
-5,608,1245.653055
-5,598,1246.148941
-5,845,1246.832399
-4,850,1247.50706
-5,655,1248.029076
-5,567,1248.5188
-5,859,1249.248336
-5,826,1249.931747
-5,525,1250.3664
-5,825,1251.023784
-3,1022,1251.882148
-5,831,1252.54792
-5,753,1253.189849
-5,1177,1254.13229
-5,714,1254.703289
-5,794,1255.335994
-4,1112,1256.242827
-5,871,1257.038134
-5,613,1257.527432
-4,1146,1258.456917
-3,1361,1259.566508
-5,676,1260.14997
-5,781,1260.814034
-5,544,1261.276731
-5,548,1261.736607
-5,606,1262.238429
-5,705,1262.83432
-5,741,1263.453219
-5,784,1264.091992
-5,925,1264.845554
-5,529,1265.320387
-5,712,1265.934345
-5,731,1266.533431
-5,857,1267.215912
-5,651,1267.734894
-5,753,1268.343344
-5,578,1268.798838
-5,852,1269.464079
-5,552,1269.910031
-5,722,1270.4798
-4,1250,1271.458561
-5,771,1272.059235
-5,556,1272.582615
-5,1120,1273.705854
-5,649,1274.376863
-5,708,1275.100195
-5,806,1276.284073
-5,947,1277.411202
-5,582,1277.9781
-5,612,1278.720087
-5,744,1279.597979
-5,815,1280.412354
-5,873,1281.408486
-4,1197,1282.862187
-5,432,1283.296349
-4,1248,1284.662192
-5,634,1285.461529
-5,904,1286.547947
-5,825,1287.389485
-5,658,1288.22334
-5,901,1289.284086
-5,692,1290.150765
-5,520,1290.701882
-5,508,1291.348644
-4,1078,1292.62009
-5,754,1293.418395
-5,877,1294.463826
-5,487,1295.099962
-5,854,1296.089367
-5,509,1296.60282
-4,943,1297.823988
-5,566,1298.614299
-5,645,1299.34828
-5,487,1300.087388
-5,515,1300.662006
-5,719,1301.574796
-5,617,1302.41315
-5,896,1303.444902
-4,941,1304.659338
-5,838,1305.728021
-5,580,1306.586878
-5,865,1307.762103
-4,860,1308.82541
-5,715,1309.840461
-5,625,1310.700182
-5,920,1311.930021
-5,860,1312.948895
-5,429,1313.568271
-5,678,1314.354326
-5,511,1315.082741
-5,637,1316.072886
-5,822,1317.015838
-5,823,1318.112696
-5,970,1319.361149
-4,665,1320.432683
-5,495,1321.106033
-5,728,1322.047953
-5,809,1323.101106
-5,622,1323.783252
-4,920,1325.024411
-5,835,1326.127115
-5,875,1327.266749
-4,1086,1328.606131
-5,577,1329.336932
-5,529,1329.854797
-5,869,1330.874021
-4,1318,1332.413122
-5,753,1333.359496
-5,783,1334.500313
-4,750,1335.305471
-5,646,1336.124846
-5,606,1336.876782
-5,1067,1338.149967
-4,1058,1339.400292
-5,1125,1340.718227
-5,1016,1341.91916
-5,845,1342.925785
-3,1111,1344.152856
-5,961,1345.253518
-4,646,1345.904129
-5,805,1346.932891
-4,862,1347.978248
-5,820,1349.039697
-5,756,1350.016629
-5,604,1350.622418
-5,476,1351.240387
-5,874,1352.185261
-5,638,1353.027404
-5,709,1353.94289
-5,794,1354.952925
-4,666,1355.700299
-5,417,1356.298469
-5,707,1357.062325
-5,674,1357.963432
-5,671,1358.793775
-5,811,1359.595751
-5,989,1360.880286
-5,1112,1362.19605
-5,717,1363.064536
-5,846,1364.081827
-5,734,1364.99895
-5,625,1365.647676
-5,781,1366.619724
-4,1080,1367.880043
-5,568,1368.60289
-5,709,1369.316386
-5,561,1370.039963
-5,953,1371.134127
-5,531,1371.672704
-5,565,1372.371314
-5,790,1373.289408
-5,448,1373.730688
-5,931,1374.809445
-5,811,1375.761959
-5,686,1376.470062
-5,782,1377.498171
-5,692,1378.399741
-5,891,1379.434198
-5,744,1380.334607
-5,852,1381.163665
-5,837,1382.360416
-5,448,1383.1528
-5,753,1384.140265
-5,963,1385.283475
-5,549,1385.992898
-5,555,1386.582402
-5,659,1387.589145
-5,833,1388.787146
-5,1073,1390.031643
-5,960,1391.175262
-5,742,1392.079725
-5,975,1393.086587
-5,948,1394.207672
-5,804,1395.214287
-5,529,1395.92224
-4,758,1396.696967
-5,580,1397.691307
-5,589,1398.178463
-5,603,1398.649333
-5,741,1399.282787
-5,931,1400.103858
-5,668,1400.685303
-4,902,1401.470495
-5,781,1402.089801
-5,880,1402.805939
-5,633,1403.359209
-5,822,1404.00703
-5,566,1404.474703
-5,992,1405.330764
-5,683,1405.906077
-5,562,1406.450903
-5,579,1406.937344
-5,891,1407.690897
-5,872,1408.439935
-5,807,1409.108202
-4,767,1409.764538
-5,574,1410.248648
-5,726,1410.891428
-5,698,1411.445359
-5,723,1412.130057
-5,645,1412.740656
-5,747,1413.399221
-5,819,1414.196679
-4,1019,1415.36575
-5,903,1416.234619
-5,856,1417.196955
-5,846,1418.073849
-4,694,1418.754462
-4,876,1419.564265
-5,742,1420.186703
-5,661,1420.748634
-5,885,1421.477616
-5,576,1421.950532
-5,993,1422.814446
-5,972,1423.633294
-5,843,1424.32141
-4,1070,1425.209857
-5,695,1425.756448
-5,733,1426.332487
-5,674,1426.865147
-5,494,1427.258786
-5,757,1427.895796
-5,848,1428.623096
-5,928,1429.468998
-5,885,1430.225803
-4,948,1431.01873
-5,618,1431.571365
-5,955,1432.394189
-5,1186,1433.393414
-5,639,1433.929518
-4,1067,1434.824606
-5,995,1435.670981
-5,870,1436.374986
-5,536,1436.822497
-5,948,1437.633989
-5,953,1438.39905
-5,1002,1439.175455
-5,841,1439.833896
-5,782,1440.460179
-5,654,1440.964226
-5,880,1441.689163
-4,547,1442.108223
-5,712,1442.674354
-5,692,1443.237212
-5,819,1443.881401
-5,863,1444.560026
-5,897,1445.266074
-5,609,1445.797276
-5,793,1446.467213
-5,702,1447.043233
-5,624,1447.544893
-5,669,1448.100196
-5,442,1448.493242
-5,621,1449.005413
-5,524,1449.449296
-5,1079,1450.384654
-4,767,1451.113554
-5,591,1451.682421
-4,844,1452.339907
-4,1116,1453.228585
-5,487,1453.604609
-5,703,1454.22686
-5,762,1454.825795
-5,637,1455.368508
-5,613,1455.87098
-5,989,1456.70927
-5,530,1457.116453
-4,816,1457.773446
-5,614,1458.2623
-5,711,1458.817531
-5,729,1459.394464
-5,1161,1460.319472
-5,906,1461.102378
-5,686,1461.653483
-5,577,1462.099879
-5,881,1462.815623
-5,616,1463.449422
-4,963,1464.576704
-5,877,1465.63008
-4,1036,1466.983731
-5,587,1467.83738
-5,519,1468.36833
-5,1422,1470.114845
-5,1218,1471.500689
-5,801,1472.493952
-5,831,1473.382298
-4,1088,1474.65942
-5,567,1475.388634
-5,568,1476.129068
-4,693,1476.933823
-5,945,1478.096381
-5,581,1478.831659
-5,772,1479.741886
-5,688,1480.433393
-5,619,1481.20377
-5,779,1482.165988
-5,627,1482.82019
-5,705,1483.695783
-4,645,1484.373631
-5,752,1485.304474
-5,528,1485.986909
-5,694,1486.682074
-5,1304,1488.285326
-5,703,1489.023003
-5,640,1489.881769
-5,956,1491.061967
-5,780,1492.021212
-5,734,1492.818423
-5,577,1493.555827
-4,851,1494.581996
-5,819,1495.606408
-5,658,1496.3048
-5,891,1497.335492
-4,997,1498.467707
-5,670,1499.26636
-4,1031,1500.423811
-5,648,1501.051086
-4,781,1501.96858
-5,1264,1503.393617
-4,725,1504.261104
-5,580,1504.98093
-4,1064,1506.2506
-5,787,1507.07884
-5,862,1508.131111
-5,781,1509.085469
-4,930,1510.254944
-4,1043,1511.495329
-5,622,1512.314759
-5,1500,1513.98484
-5,720,1514.854821
-5,791,1515.771364
-5,588,1516.381352
-4,601,1517.168233
-5,817,1517.984492
-5,927,1519.109709
-5,519,1519.819797
-5,754,1520.75926
-5,665,1521.466245
-4,758,1522.38844
-5,603,1523.149588
-5,769,1523.936923
-5,921,1525.05313
-5,907,1526.122208
-5,1546,1527.996709
-5,698,1528.726306
-5,816,1529.735969
-5,1119,1531.004713
-5,675,1531.844536
-5,517,1532.433852
-5,663,1533.282907
-5,778,1534.250832
-5,928,1535.310004
-5,1495,1536.928465
-5,768,1537.837632
-5,851,1538.824938
-5,675,1539.51421
-5,582,1540.253242
-5,882,1541.275771
-5,1031,1542.44203
-5,682,1543.273466
-5,574,1543.833859
-5,621,1544.590973
-5,741,1545.33199
-5,695,1546.154291
-5,758,1547.05283
-5,734,1547.931965
-5,793,1548.723121
-4,1089,1549.962367
-5,749,1550.862364
-5,703,1551.704813
-5,789,1552.611297
-5,466,1553.066442
-3,920,1554.10733
-5,807,1555.041715
-5,705,1555.742093
-5,1015,1556.936505
-4,807,1557.87126
-5,725,1558.731028
-5,783,1559.654594
-5,649,1560.449579
-5,666,1561.561351
-5,670,1562.63461
-5,876,1563.732034
-5,809,1564.776555
-5,946,1565.835282
-5,758,1566.718009
-5,520,1567.241474
-3,996,1568.439329
-5,834,1569.442434
-4,1266,1570.925214
-5,848,1571.976057
-5,962,1573.130137
-5,1185,1574.514596
-3,819,1575.504237
-5,702,1576.390923
-5,729,1577.280529
-4,1146,1578.639852
-5,784,1579.419988
-5,561,1580.12724
-5,679,1581.122546
-5,794,1581.801949
-5,889,1582.539961
-5,824,1583.22349
-5,813,1583.91904
-5,764,1584.566666
-5,886,1585.291525
-5,918,1586.0491
-5,546,1586.508311
-5,553,1586.93787
-5,603,1587.412201
-5,823,1588.05688
-5,718,1588.621508
-4,1014,1589.444409
-5,663,1590.029293
-5,908,1590.774857
-5,547,1591.227836
-4,808,1591.906046
-5,438,1592.283237
-5,894,1593.028825
-5,901,1593.777369
-5,638,1594.300312
-5,906,1595.012911
-5,635,1595.521365
-5,579,1595.976727
-5,850,1596.640337
-5,593,1597.106508
-5,645,1597.621072
-5,881,1598.310024
-5,1084,1599.162874
-5,584,1599.627407
-5,1072,1600.484296
-5,815,1601.158173
-5,1009,1602.033588
-5,898,1602.778256
-4,766,1603.395374
-5,922,1604.181134
-5,708,1604.761966
-5,874,1605.493268
-5,523,1605.9031
-5,1167,1606.971639
-5,701,1607.57514
-5,1458,1608.732704
-5,722,1609.300458
-5,575,1609.753131
-5,630,1610.250796
-4,689,1610.790331
-4,670,1611.31781
-5,1027,1612.118499
-5,801,1612.750301
-5,1186,1613.697293
-4,1210,1614.647789
-5,961,1615.396928
-4,971,1616.196628
-5,618,1616.737836
-3,1096,1617.63712
-5,489,1618.036981
-5,483,1618.448917
-5,973,1619.256569
-5,413,1619.597621
-5,671,1620.152468
-5,578,1620.625573
-4,958,1621.436153
-5,834,1622.09928
-5,660,1622.6681
-4,929,1623.423429
-4,1001,1624.203109
-5,707,1624.782883
-5,899,1625.508241
-5,732,1626.09055
-5,864,1626.798344
-4,713,1627.377198
-5,609,1627.888808
-5,532,1628.348379
-5,616,1628.847179
-5,816,1629.534583
-5,1105,1630.454264
-5,988,1631.28187
-5,616,1631.80029
-5,1084,1632.702536
-5,806,1633.334305
-4,765,1633.995967
-5,928,1635.190061
-5,827,1636.0338
-5,1060,1636.930084
-5,753,1637.596099
-5,535,1638.061328
-5,788,1638.696342
-5,573,1639.165221
-5,1005,1640.045152
-5,592,1640.520725
-5,688,1641.064987
-5,717,1641.643277
-5,520,1642.050867
-5,1211,1643.038182
-5,756,1643.64296
-5,762,1644.247182
-5,730,1644.835613
-5,1010,1645.647972
-5,637,1646.14997
-5,1225,1647.708256
-5,719,1648.425153
-5,713,1649.291071
-5,848,1650.299508
-4,941,1651.394987
-5,910,1652.451253
-5,954,1653.755727
-5,616,1654.418861
-4,994,1655.604673
-5,882,1656.746484
-5,942,1657.866662
-5,940,1659.039827
-5,793,1659.981071
-5,1532,1661.68402
-5,652,1662.510491
-5,1005,1663.731069
-5,792,1664.702712
-5,736,1665.521243
-5,775,1666.519848
-5,738,1667.433011
-5,1443,1669.082215
-5,866,1670.110354
-4,930,1671.206063
-5,728,1672.116319
-5,654,1672.80575
-5,1368,1674.581752
-5,427,1675.035951
-5,1411,1676.818496
-5,826,1677.903447
-5,660,1678.763053
-5,1777,1681.035795
-4,719,1681.824183
-5,754,1682.796057
-5,836,1683.98242
-5,889,1685.016139
-5,614,1685.642697
-5,1076,1686.897763
-5,632,1687.706187
-5,619,1688.498688
-5,659,1689.163903
-5,657,1689.98626
-5,505,1690.53648
-5,715,1691.424778
-5,1023,1692.666212
-5,824,1693.722446
-5,618,1694.366003
-5,811,1695.347692
-4,1091,1696.609805
-4,1076,1697.876901
-5,659,1698.763304
-5,696,1699.602887
-5,950,1700.719046
-4,1077,1701.961524
-4,968,1703.187052
-5,968,1704.293972
-5,866,1705.214055
-5,751,1706.130475
-5,906,1707.197891
-5,770,1708.123743
-5,961,1709.242616
-5,1059,1710.461265
-5,806,1711.268629
-4,1147,1712.834801
-5,627,1713.472441
-5,895,1714.533418
-5,849,1715.511755
-5,882,1716.562757
-5,847,1717.613078
-5,843,1718.534699
-5,638,1719.35571
-5,916,1720.446747
-5,878,1721.540809
-4,1381,1723.163177
-5,967,1724.370607
-4,1323,1725.897612
-5,737,1726.889601
-5,991,1728.111361
-5,907,1729.223955
-4,1334,1730.675045
-5,737,1731.543219
-5,1048,1732.713053
-4,995,1733.893105
-5,807,1734.880179
-5,1291,1736.310976
-5,656,1737.124054
-5,896,1738.194858
-5,727,1738.965368
-4,851,1739.992397
-5,851,1741.001059
-5,1283,1742.496391
-3,1233,1743.869406
-5,621,1744.643335
-4,1580,1746.641629
-5,647,1747.312064
-5,561,1748.030391
-5,890,1749.142229
-5,902,1750.101963
-5,944,1751.208894
-4,1498,1753.039875
-5,717,1753.902485
-5,673,1754.569428
-5,954,1755.669595
-5,788,1756.621513
-4,777,1757.544229
-4,1072,1758.905015
-5,541,1759.483249
-5,984,1760.674469
-3,793,1761.63214
-5,1135,1762.972493
-5,783,1763.899358
-4,1006,1765.100992
-5,540,1765.829116
-5,539,1766.28761
-5,766,1766.94966
-5,698,1767.54871
-5,675,1768.131025
-5,893,1768.888795
-5,680,1769.480608
-5,1142,1770.444284
-4,844,1771.165162
-5,473,1771.563016
-5,1006,1772.40998
-5,479,1772.789435
-5,549,1773.25345
-5,854,1773.953026
-5,764,1774.613102
-5,914,1775.376968
-5,1032,1776.253628
-4,985,1777.03294
-5,831,1777.693753
-5,1057,1778.554235
-5,553,1779.017653
-5,776,1779.662225
-2,1079,1780.582001
-5,736,1781.200811
-5,598,1781.717116
-5,868,1782.417874
-5,1180,1783.382076
-4,1219,1784.366271
-4,1164,1785.30822
-5,1301,1786.380132
-5,870,1787.07011
-4,963,1787.858256
-5,739,1788.465587
-4,1227,1789.537981
-5,1026,1790.369793
-4,1371,1791.53599
-5,661,1792.096055
-5,864,1792.787359
-5,1039,1793.605455
-5,661,1794.12484
-5,951,1794.885108
-5,874,1795.631049
-4,1016,1796.49263
-5,1117,1797.418457
-5,717,1798.005079
-5,566,1798.486991
-5,1183,1799.457046
-5,512,1799.859632
-5,922,1800.600213
-5,925,1801.357389
-5,659,1801.892385
-5,720,1802.468011
-5,800,1803.129624
-5,720,1803.746505
-4,1140,1804.73547
-4,1189,1805.749154
-5,503,1806.153126
-4,1136,1807.133934
-3,1207,1808.182437
-5,661,1808.736852
-5,681,1809.278863
-5,881,1809.999331
-5,1227,1811.066408
-5,709,1811.668961
-5,1241,1812.716
-5,774,1813.366998
-5,524,1813.803336
-5,724,1814.426563
-5,677,1814.985417
-5,594,1815.487149
-5,650,1816.077404
-5,869,1816.776317
-5,608,1817.254277
-5,650,1817.765812
-5,922,1818.506056
-5,785,1819.13641
-5,609,1819.731253
-5,1031,1820.620573
-5,541,1821.082119
-5,1470,1822.45119
-5,1102,1823.414785
-5,728,1823.998442
-4,965,1824.769437
-5,604,1825.249435
-5,827,1825.902395
-5,776,1826.51228
-5,1150,1827.427779
-5,607,1827.906599
-5,973,1828.693969
-5,1374,1829.819477
-5,674,1830.37866
-5,792,1831.030554
-5,1343,1832.194231
-5,905,1832.983294
-5,1323,1834.103697
-4,1010,1834.968043
-4,981,1835.799859
-5,730,1836.418388
-5,721,1836.995821
-3,1424,1838.203808
-5,815,1839.204855
-5,853,1840.237868
-5,1032,1841.496107
-5,830,1842.543879
-5,741,1843.369446
-5,722,1844.30881
-3,848,1845.335196
-5,1210,1846.766475
-5,625,1847.537264
-5,1203,1848.955145
-5,641,1849.614086
-5,903,1850.694818
-4,759,1851.582325
-5,509,1852.082149
-4,876,1853.125642
-5,1070,1854.629935
-5,495,1855.285912
-5,582,1855.892676
-5,1006,1857.38008
-5,649,1858.512773
-4,743,1859.468947
-5,590,1860.076611
-5,807,1861.033503
-5,597,1861.789535
-5,534,1862.335936
-5,854,1863.418299
-5,854,1864.668358
-5,1532,1866.650577
-5,571,1867.466786
-5,576,1868.662406
-4,1131,1870.611506
-5,989,1872.042343
-5,1146,1873.50221
-5,661,1874.329491
-5,716,1875.613542
-4,807,1876.939297
-5,702,1878.009524
-4,1292,1879.673399
-5,860,1881.008692
-5,618,1881.790578
-4,922,1883.007944
-5,973,1884.217651
-4,912,1885.726326
-5,992,1887.534445
-5,563,1888.39421
-5,635,1889.49262
-5,859,1890.739303
-5,1392,1892.616274
-3,1413,1894.740715
-5,453,1895.232085
-5,761,1896.318858
-5,994,1898.282942
-5,922,1899.958747
-5,1144,1902.360011
-5,976,1903.794695
-5,565,1904.522751
-5,1012,1906.064139
-5,940,1908.23474
-5,1031,1909.60345
-5,880,1910.817775
-5,738,1911.840934
-5,714,1912.979814
-5,716,1913.796897
-5,785,1914.893287
-5,876,1916.346381
-5,557,1916.990415
-5,486,1917.699694
-5,946,1919.199593
-5,987,1920.672069
-5,956,1922.335203
-5,497,1923.044351
-5,1090,1925.291732
-5,985,1926.863127
-5,1025,1928.430612
-5,851,1929.873897
-5,1003,1931.422216
-5,1006,1932.83423
-5,1177,1934.574441
-5,863,1935.729926
-5,1122,1937.423389
-5,946,1938.698249
-5,688,1939.593875
-5,963,1941.291667
-5,1109,1942.933275
-5,925,1944.567085
-4,703,1945.746575
-5,827,1946.970331
-4,913,1948.178453
-5,1417,1951.032879
-5,745,1952.323711
-5,1027,1954.205958
-4,1188,1956.024613
-5,741,1957.148626
-5,933,1958.73283
-5,1408,1960.682174
-5,1114,1962.260283
-5,517,1963.186898
-4,1185,1965.107862
-4,856,1966.57588
-5,972,1968.152748
-4,752,1969.633347
-5,580,1970.317691
-4,980,1971.749582
-5,1342,1973.599235
-5,910,1975.056923
-5,556,1976.234126
-4,1099,1977.742343
-5,1105,1979.111232
-5,675,1979.986587
-4,1004,1981.153724
-5,582,1981.745892
-5,1238,1983.344902
-5,1135,1985.033012
-5,609,1985.927696
-5,822,1986.622671
-5,1040,1987.796163
-5,824,1988.753396
-5,718,1989.361975
-5,1331,1990.655324
-5,755,1991.324517
-5,918,1992.43474
-5,952,1993.228328
-5,1418,1994.837245
-5,1502,1997.852902
-5,566,1998.591855
-5,945,1999.856324
-4,584,2000.751966
-5,1900,2003.886961
-5,824,2004.619825
-5,647,2005.429038
-5,1104,2006.475754
-5,617,2006.994046
-5,692,2007.586679
-5,918,2008.416672
-5,821,2009.123377
-5,545,2009.622786
-5,903,2010.49899
-5,824,2011.301766
-5,865,2012.107677
-5,897,2012.965405
-4,1228,2013.941849
-5,830,2014.596339
-5,1195,2015.765291
-5,485,2016.262882
-5,736,2017.006572
-4,1132,2017.98906
-5,739,2018.58144
-5,980,2019.389142
-4,1153,2020.419366
-5,1033,2021.290239
-4,620,2021.811176
-4,1522,2023.12581
-5,925,2023.963092
-4,1260,2025.131321
-5,715,2026.095951
-5,1596,2028.030017
-5,600,2028.595651
-5,711,2029.197571
-2,781,2030.134986
-5,761,2031.237681
-5,739,2032.242948
-5,896,2033.143566
-5,1333,2037.370983
-5,846,2038.71869
-5,733,2039.999316
-5,933,2041.576402
-5,721,2042.286937
-5,1085,2043.202818
-5,698,2043.962197
-3,1400,2045.466619
-4,1280,2046.617399
-5,951,2047.538775
-5,793,2048.474598
-5,795,2049.198662
-5,588,2049.844499
-4,1169,2050.957164
-5,788,2052.154288
-5,726,2053.101482
-5,701,2053.736925
-5,563,2054.247376
-4,823,2054.949964
-4,892,2055.738446
-5,1239,2056.771937
-5,1240,2057.851947
-5,1080,2059.168144
-5,1319,2060.343018
-4,1564,2062.105513
-5,740,2062.902614
-5,854,2063.75062
