#{"t_start": 1639654336.9164536, "env_id": null}
r,l,t
-5,863,2545.703329
-5,1082,2546.563627
-5,1434,2547.713813
-5,1544,2549.584105
-5,1610,2551.348589
-5,1488,2553.164485
-5,2396,2555.894441
-5,1722,2557.94013
-5,2805,2561.179685
-4,3000,2564.839222
-5,1534,2566.697679
-5,2152,2569.17281
-5,1807,2571.271392
-5,1708,2573.149455
-5,2081,2575.550942
-4,3000,2579.129928
-3,2362,2581.816379
-4,3000,2584.982204
-3,1064,2586.283688
-5,908,2587.158904
-3,1341,2588.763957
-5,1658,2590.578144
-5,1249,2592.090449
-5,2604,2594.942177
-5,2080,2597.232759
-2,3000,2600.544788
-3,3000,2603.867136
-5,1611,2605.675216
-4,2139,2608.052309
-5,1941,2610.192477
-5,2044,2612.396181
-5,2495,2615.145093
-4,1561,2617.025962
-5,2028,2619.101193
-5,2795,2622.41361
-5,1786,2624.396995
-4,3000,2627.816296
-5,2049,2630.118655
-5,1265,2631.510666
-4,1575,2633.361034
-4,2181,2635.784439
-4,2031,2638.073309
-5,2584,2640.873086
-4,2819,2643.954152
-5,2399,2646.615235
-4,2211,2649.170565
-5,1294,2650.541866
-4,3000,2653.837667
-5,2315,2656.326267
-3,3000,2659.630608
-2,3000,2662.779629
-2,3000,2665.040653
-5,1128,2665.889793
-4,2379,2667.679717
-5,2346,2669.437349
-5,2135,2671.085622
-5,1811,2672.432467
-4,3000,2674.671039
-5,1811,2676.10002
-5,2964,2678.318655
-5,2663,2680.313799
-3,1684,2681.612991
-4,2060,2683.161148
-4,1872,2684.579211
-1,3000,2686.879355
-5,1356,2687.898296
-4,3000,2690.168376
-5,682,2690.674612
-4,1679,2691.973007
-4,2108,2693.583423
-4,2655,2695.6072
-4,3000,2697.858334
-5,2557,2699.788526
-3,3000,2702.035298
-5,2748,2704.089867
-5,2440,2705.913424
-5,2357,2707.69677
-4,2310,2709.432318
-3,3000,2711.679948
-5,2069,2713.242379
-5,1979,2714.72265
-3,3000,2717.054268
-4,3000,2719.296376
-5,1973,2720.842513
-5,2525,2722.72484
-5,2812,2724.885866
-4,2168,2726.511106
-2,3000,2728.93558
-4,3000,2731.200401
-3,3000,2733.482879
-5,1923,2734.941901
-4,3000,2737.233563
-5,1862,2738.688733
-5,1843,2740.072205
-4,971,2740.80007
-5,2436,2742.673723
-5,2427,2744.50628
-4,2576,2746.49163
-1,3000,2748.752181
-5,2498,2750.631129
-5,2296,2752.420369
-2,3000,2754.755938
-4,1588,2755.969779
-4,3000,2758.292183
-5,2289,2760.009522
-5,2396,2761.800364
-4,3000,2764.041735
-5,2933,2766.234861
-5,2894,2768.416258
-5,1499,2769.536924
-5,2050,2771.09151
-3,1826,2772.479049
-5,2534,2774.379059
-4,1925,2775.812962
-3,1881,2777.218658
-5,2449,2779.054018
-5,2890,2781.226417
-2,3000,2783.461661
-5,1625,2784.701316
-5,2133,2786.291393
-5,2512,2788.166764
-4,2162,2789.796408
-5,2730,2791.836478
-4,3000,2794.120141
-5,2819,2796.245874
-5,2409,2798.070111
-3,3000,2800.336034
-5,1467,2801.459108
-4,3000,2803.704387
-4,2424,2805.715553
-2,3000,2808.109473
-2,3000,2810.494411
-4,2361,2812.734494
-4,1893,2814.896528
-5,2878,2817.158166
-5,1977,2818.753936
-4,2456,2820.655472
-3,3000,2823.001904
-4,2134,2824.616988
-5,2507,2826.515686
-5,2107,2828.121245
-3,3000,2830.469603
-5,1642,2831.740892
-5,1816,2833.142406
-4,3000,2835.459323
-5,2019,2837.016788
-4,3000,2839.26382
-5,1872,2840.664288
-5,1725,2841.971411
-3,3000,2844.278602
-3,2194,2846.774488
-4,2424,2849.729142
-5,2197,2852.117939
-5,2470,2854.893633
-5,1667,2856.619063
-5,1703,2858.533586
-5,1498,2860.266716
-5,1662,2862.01354
-5,2052,2864.266306
-5,1089,2865.454688
-3,2958,2868.727068
-5,2150,2871.109964
-5,2281,2873.646794
-5,1653,2875.587728
-4,2074,2877.906165
-4,2994,2881.193107
-5,1686,2883.082689
-5,2212,2885.447276
-5,1776,2887.398547
-4,3000,2890.599917
-5,1115,2891.969153
-4,3000,2895.143823
-5,1395,2896.748432
-2,3000,2900.027797
-5,1917,2902.126883
-4,1828,2904.007828
-5,2398,2906.747685
-5,1533,2908.369312
-5,1988,2910.59672
-5,2373,2913.288001
-4,3000,2916.524204
-3,3000,2919.875981
-5,1714,2921.826536
-5,1793,2923.890336
-4,3000,2927.213099
-4,3000,2930.483459
-3,3000,2933.915522
-5,2381,2936.50789
-4,3000,2939.788021
-2,3000,2943.061533
-4,3000,2946.433212
-5,1698,2948.229644
-4,1688,2950.11337
-5,884,2951.099803
-3,3000,2954.376971
-3,3000,2957.161732
-3,3000,2959.393642
-5,2623,2961.375221
-4,2546,2963.277361
-5,2100,2964.851343
-4,3000,2967.145023
-5,2131,2968.740432
-5,2617,2970.715795
-5,2618,2972.717664
-5,2801,2974.829517
-4,3000,2977.139496
-5,2818,2979.276527
-5,2388,2981.077318
-4,1764,2982.417761
-5,2562,2984.3327
-5,2747,2986.441589
-5,1520,2987.583684
-5,1900,2989.000879
-5,2776,2991.076507
-5,1926,2992.514886
1,3000,2994.770599
-5,2837,2996.933166
-5,1363,2997.953597
-3,3000,3000.231939
-2,3000,3002.463209
-5,2096,3004.027143
-5,2631,3006.027338
-4,3000,3008.32642
-5,2383,3010.125828
-5,1556,3011.282561
-5,2405,3013.066911
-3,3000,3015.30409
-4,3000,3017.554027
-3,2388,3019.360402
-4,3000,3021.643572
-3,3000,3023.936495
-2,3000,3026.206354
-4,1758,3027.570568
-5,2092,3029.164616
-4,2229,3030.851559
-3,2632,3033.029977
-5,998,3033.799271
-4,2263,3035.514236
-4,2886,3037.705683
-1,3000,3039.962961
-4,3000,3042.255432
-4,2911,3044.488699
-5,2370,3046.303539
-4,3000,3048.574688
-4,2177,3050.241109
-3,2893,3052.397031
-5,2250,3054.075077
-5,1195,3054.988236
-3,3000,3057.270656
-5,1114,3058.114992
-5,2354,3059.880702
1,3000,3062.125432
-5,2551,3064.021075
-4,2825,3066.139955
-3,3000,3068.382734
-5,1276,3069.339613
-5,2790,3071.433417
-4,3000,3073.693008
-4,1562,3074.897367
-5,2646,3076.867702
-5,2766,3078.938673
-4,3000,3081.203553
-2,3000,3083.439262
-5,1894,3084.859262
-2,3000,3087.136175
-3,1743,3088.441751
-5,2076,3089.996359
-2,3000,3092.233317
-2,1999,3093.718409
-4,2518,3095.597713
-5,2833,3097.740223
-5,1424,3098.807318
-2,3000,3101.157432
-5,2049,3102.689867
-5,2486,3104.56591
-4,2041,3106.117288
-5,2379,3107.897939
-5,1816,3109.256014
-5,2494,3111.148528
-3,3000,3113.388316
-4,3000,3115.62504
-4,3000,3117.948159
-5,2545,3119.842166
2,3000,3122.121769
-5,1475,3123.213851
0,3000,3125.533236
-1,2887,3127.697526
-4,2593,3129.652177
-4,2600,3131.619486
-4,2633,3133.584537
-5,1951,3135.051862
-5,1970,3136.524256
-4,3000,3138.754287
-5,2413,3140.568643
-5,1040,3141.361225
-5,2140,3143.684673
-3,3000,3146.972016
-5,1311,3148.549706
-5,1116,3149.98756
-5,1744,3152.324498
-3,3000,3155.809169
-3,3000,3159.115944
-2,3000,3162.526904
-5,1585,3164.334531
-4,2410,3166.904504
-5,1184,3168.188483
-3,3000,3171.728844
-5,1249,3173.163868
-2,3000,3176.691257
-5,2155,3179.259439
-5,1760,3181.399386
-4,2044,3183.824885
-5,2213,3186.398471
-5,2363,3189.275326
-4,3000,3192.599557
-5,1227,3193.919065
-5,2896,3197.166898
-5,2825,3200.207434
-4,2423,3202.987595
-3,3000,3206.334805
-5,2660,3210.271
-5,2767,3214.088127
-2,3000,3218.913895
-3,3000,3223.542212
-5,2192,3228.844582
-5,1741,3230.81485
-1,3000,3234.771645
-4,2868,3237.922752
-5,1544,3239.783245
-4,3000,3243.233955
-5,2931,3246.554215
-5,2529,3249.258841
-5,2836,3252.396483
-4,2704,3255.627365
-3,3000,3259.435772
-5,1852,3261.394638
-3,3000,3265.593929
-3,2083,3267.155658
-3,3000,3269.806993
-5,1909,3272.931232
2,3000,3275.295383
-2,3000,3277.720199
-5,2001,3279.975656
-4,3000,3284.098926
-4,1229,3285.61341
-2,3000,3288.529993
-2,3000,3291.208815
-4,820,3291.812689
-5,2528,3293.706273
-3,3000,3295.969233
-5,1835,3297.350963
-5,1747,3298.678884
-5,2032,3300.219838
-4,3000,3302.483394
-2,1579,3303.698828
-5,2291,3305.407211
-5,2283,3307.14296
-5,2865,3309.331458
-5,2676,3311.331237
-5,2335,3313.078406
-3,3000,3315.319497
-5,1399,3316.364996
-4,3000,3318.601953
-3,2917,3320.785391
-5,2886,3322.945081
-5,1462,3324.047793
-5,2069,3325.605753
-5,2989,3327.873052
-5,2168,3329.509407
-5,1544,3330.66589
-5,1725,3331.953515
-5,2795,3334.030102
-4,2725,3336.103912
-4,2737,3339.227147
-5,2440,3345.301132
-4,1901,3347.107144
-5,1380,3348.141421
-4,2696,3350.193036
-4,3000,3353.725109
-4,3000,3357.757351
-2,3000,3360.036409
-3,3000,3363.212635
-2,3000,3365.635541
-5,2737,3367.672635
-5,2467,3369.537276
-5,1908,3370.96429
-5,2766,3375.680629
-5,1615,3378.712699
-5,2494,3383.272188
0,3000,3385.527275
-4,3000,3387.770727
-3,3000,3392.456469
-4,3000,3396.332968
-4,3000,3401.081841
-3,3000,3405.617243
-2,3000,3409.641689
-5,2554,3415.191659
-3,1884,3417.103387
0,3000,3421.316385
-5,1681,3424.234825
-3,3000,3427.529481
-2,3000,3429.80387
-5,960,3430.533706
-4,3000,3433.373859
-3,3000,3437.645221
-5,2616,3441.582789
-2,3000,3444.62462
-5,1120,3445.466398
-4,1967,3446.931656
-2,3000,3449.754546
-4,3000,3453.702561
-4,3000,3456.11639
-5,1613,3457.744951
-5,2685,3459.78407
-4,1318,3460.762428
-5,1344,3461.807311
-5,2659,3463.834317
-5,2221,3465.505998
-3,3000,3467.78229
-5,1993,3469.352392
-4,2517,3471.244699
-4,3000,3473.494661
-2,3000,3475.752323
-3,1863,3477.153459
-4,2171,3478.81619
-5,1675,3480.096754
-4,1734,3481.402719
-4,3000,3483.700538
-1,3000,3486.330199
-1,3000,3488.826816
-2,3000,3491.308238
-4,3000,3493.668949
-3,3000,3496.347219
-2,3000,3498.708701
-5,2917,3501.447116
-3,3000,3503.943914
-3,3000,3507.304287
-3,3000,3510.606944
-4,2503,3513.344794
-5,2543,3516.274725
-5,2220,3518.69208
-4,2259,3521.209243
-5,2231,3523.677529
-3,3000,3527.042485
-3,3000,3530.443113
-3,3000,3533.886948
-2,3000,3537.173135
-5,1772,3539.137187
-2,3000,3542.530528
-1,3000,3545.875284
-5,1868,3547.794587
-5,1444,3550.114683
-4,3000,3555.050632
-5,1722,3556.889108
-2,3000,3560.508812
-2,3000,3564.424083
-5,2986,3568.981546
-5,1279,3570.800668
-5,1893,3573.165875
-5,2176,3575.997774
-5,2543,3579.205579
-5,1558,3580.938816
0,3000,3585.180983
-4,2228,3588.195875
-3,3000,3592.368785
-5,2191,3594.809847
-5,2137,3597.214939
-2,3000,3600.51997
-4,2387,3603.176664
-2,2679,3606.218509
-2,3000,3609.507828
-5,2614,3612.264606
-3,3000,3615.563786
-3,3000,3618.871488
-3,3000,3622.237494
-5,1978,3625.468795
-4,2875,3628.492165
-5,2003,3630.313619
-5,2198,3631.993055
-4,2321,3634.138289
-4,3000,3636.440966
-4,2505,3638.353693
-4,3000,3640.630861
-5,2348,3642.433043
-4,2806,3644.95138
-1,3000,3647.414064
-5,2858,3650.308375
-5,2779,3653.029792
-4,3000,3655.95056
-4,2649,3658.293183
-5,1690,3659.680806
-5,2247,3662.597741
-4,1827,3664.336526
-5,1764,3665.957523
-5,2953,3668.69901
-5,1671,3670.074128
-4,2742,3672.145475
-5,2984,3674.416906
-1,3000,3676.672505
-5,2739,3678.75828
-3,3000,3681.290243
0,3000,3683.696813
-4,2452,3685.736308
-5,816,3686.47741
-4,1693,3688.325335
-5,1072,3689.738521
-3,3000,3693.865797
-5,2266,3697.429925
-2,3000,3699.807141
-3,3000,3702.104957
-3,3000,3704.419165
-5,1258,3705.382429
-4,1647,3706.65059
-1,3000,3708.932728
-4,2707,3710.98296
-2,3000,3713.246508
-1,3000,3715.502118
-5,2083,3717.06726
-5,2471,3718.925006
-5,1238,3719.860913
-5,2050,3721.45103
-5,2301,3723.201176
-5,1815,3724.741754
-5,1554,3726.229073
-5,2550,3728.501747
-4,3000,3730.936791
-4,2391,3732.806799
-4,1849,3734.234544
-4,3000,3736.509293
-3,3000,3738.812183
-4,3000,3741.179899
-5,2165,3742.799067
-5,1398,3743.860241
-4,2432,3745.688683
-4,3000,3747.936516
-3,3000,3750.18681
-5,2442,3752.027923
-4,1649,3753.277808
-4,2466,3755.203018
-5,2431,3757.082443
-5,1080,3757.904939
-2,3000,3760.185943
-3,3000,3762.484845
-4,3000,3764.75789
-5,2929,3766.967428
-4,1992,3768.463516
-5,2056,3770.005726
-2,3000,3772.582942
-5,1897,3774.042575
-3,3000,3776.287624
-5,2546,3778.222518
-2,3000,3780.481877
-3,3000,3782.785234
-5,2213,3784.675737
-4,3000,3787.650295
1,3000,3790.185236
-4,2117,3792.266414
-1,3000,3794.745646
-5,1672,3796.095228
-5,1898,3797.930074
-5,2465,3800.135873
-4,2878,3802.774048
-5,1538,3803.997387
-3,3000,3806.293549
-4,2857,3808.997805
-5,2822,3811.339428
-5,2836,3813.460839
-1,3000,3815.846077
-4,3000,3818.62245
-2,3000,3821.560468
-3,3000,3824.524822
-4,2924,3826.748979
-5,1463,3827.854613
-2,3000,3830.17643
-4,2967,3833.333072
-5,2943,3837.245995
-5,2880,3840.456174
-4,2249,3843.151956
-4,3000,3846.516824
-4,3000,3849.987851
-5,1939,3852.258012
-5,2815,3855.569739
-5,1523,3857.360036
-5,2100,3859.776738
-1,3000,3863.179138
-3,3000,3866.705891
-4,3000,3870.562152
-2,3000,3873.988097
-4,3000,3877.366854
-4,3000,3880.693414
-3,3000,3884.053352
-4,2981,3887.462669
-5,1373,3888.93246
-4,2153,3891.293005
-2,3000,3895.681279
-4,3000,3900.00771
-5,1584,3901.99071
-4,3000,3905.743587
-4,3000,3909.237237
-3,3000,3912.55792
-1,3000,3915.963246
-2,3000,3919.190215
-3,3000,3922.50478
-4,3000,3925.84035
-4,2284,3928.487822
-2,3000,3931.795753
-4,3000,3935.003701
-1,3000,3938.403374
-4,3000,3941.845667
-4,3000,3945.173418
-3,3000,3948.529052
-4,3000,3952.05711
-2,3000,3954.325792
-5,2029,3955.860929
1,3000,3958.19567
-1,3000,3960.546595
-4,2516,3962.441899
-5,2368,3964.21947
-3,3000,3966.49608
-4,1809,3967.843733
-4,3000,3970.131542
-4,2136,3971.721586
-5,1610,3972.927129
-5,1479,3974.050869
-4,3000,3976.307347
-3,2179,3977.948705
-2,3000,3980.215411
-3,3000,3982.479327
-5,984,3983.215976
-5,2511,3985.119245
-4,3000,3987.466566
-5,1369,3988.55238
-4,2886,3990.778657
-4,3000,3993.050357
-2,3000,3995.295011
-4,3000,3997.60114
-5,1711,3998.883039
-4,3000,4001.190803
-5,2661,4003.264328
-5,2150,4004.878559
-5,1666,4006.138527
-3,3000,4008.41391
-3,3000,4011.209197
-5,1674,4012.908097
-5,1307,4013.975621
-4,3000,4016.221156
-3,2594,4018.194734
-3,3000,4020.465032
-4,3000,4022.731589
-5,2332,4024.488411
-3,2589,4026.497943
-5,2657,4028.517893
-5,2788,4030.644991
-4,3000,4032.955683
-4,2704,4035.030695
-4,3000,4037.3061
0,3000,4039.546728
-5,2599,4041.497284
-5,2107,4043.066513
-5,2832,4045.198645
-5,2524,4047.185573
-4,2942,4049.643673
-5,2727,4051.818918
-4,3000,4054.262483
-5,1573,4056.041605
-4,1861,4058.024337
-2,3000,4060.601609
-5,2010,4062.386664
-5,2680,4064.694341
-4,1578,4065.962121
-4,2206,4068.328318
-2,3000,4071.871193
-1,3000,4074.354073
-5,2010,4076.390741
-4,2292,4078.626576
0,3000,4080.85428
-4,2678,4082.864403
-3,3000,4085.116597
-3,3000,4087.493176
-5,2307,4089.291215
-5,2328,4091.179273
-4,2901,4093.727127
-5,2111,4096.549806
-5,2336,4101.003056
-4,3000,4103.710799
-3,3000,4106.497386
-4,1988,4108.174463
-3,3000,4111.001115
-3,3000,4113.87353
-5,1734,4115.529404
-5,2226,4117.659034
-4,2360,4119.850558
-3,3000,4122.508602
-3,2329,4124.532704
-4,3000,4126.995073
-4,1310,4128.160984
-4,2590,4130.406611
-5,2134,4132.056044
-4,3000,4134.524332
-4,3000,4137.104332
-5,2490,4139.106491
-5,2025,4140.718785
-5,2766,4143.19782
-1,3000,4148.272347
-3,3000,4151.825758
-4,3000,4154.126722
-4,1850,4155.827508
-5,2726,4159.89825
-3,3000,4162.533456
-4,2426,4164.417446
-4,2547,4166.404019
-5,1763,4168.431838
0,3000,4171.870339
-3,3000,4176.370039
-2,3000,4181.511404
-1,3000,4184.924438
-3,3000,4188.333331
-1,3000,4191.920377
-3,3000,4195.517875
-3,3000,4198.742902
-1,3000,4202.090195
-2,3000,4205.501455
-3,3000,4208.859529
-3,3000,4212.251717
-3,3000,4215.665243
-2,3000,4219.012085
-2,3000,4222.341702
-5,2341,4224.883153
-4,2207,4227.290636
-2,3000,4230.584152
-5,2808,4233.727426
-5,1723,4235.701989
-1,3000,4239.168158
-2,3000,4242.534549
-2,3000,4245.981853
-3,3000,4249.815694
-3,3000,4253.517745
-2,3000,4256.832605
-1,3000,4260.161927
-3,3000,4263.668379
-3,3000,4267.122185
-5,2951,4270.450845
-3,3000,4273.838433
-4,3000,4277.199824
-5,2706,4280.25545
-2,3000,4285.290983
-5,2159,4286.922575
-5,2259,4288.632521
-4,2414,4290.467335
-5,2549,4292.439439
-2,3000,4294.766122
-2,2718,4296.880802
-2,3000,4299.168626
-4,2824,4301.316257
-1,3000,4303.609848
-3,3000,4305.96761
-4,3000,4308.236155
-5,1914,4309.687274
-3,3000,4311.988611
-4,3000,4314.271908
-2,3000,4316.53765
-4,3000,4318.853797
-1,3000,4321.192926
-4,3000,4323.468075
-4,3000,4325.752527
-1,3000,4328.053973
-4,2625,4330.049426
-4,3000,4332.346025
-1,3000,4334.609351
-3,3000,4336.904181
-2,3000,4339.177332
-4,3000,4341.464677
-4,2563,4343.412913
-5,2039,4344.984471
-4,2987,4347.30539
-2,3000,4349.598797
-5,2348,4351.398062
-5,2236,4353.079374
-5,2715,4355.141338
-4,2146,4356.784796
-1,3000,4359.083318
-5,2489,4360.972885
-3,3000,4363.255551
-4,3000,4365.571793
-4,3000,4367.955677
-4,3000,4370.276136
-4,2625,4372.307235
-2,3000,4374.603981
-1,3000,4376.880683
-3,3000,4379.187791
-2,2697,4381.237736
-3,3000,4383.505102
-1,3000,4385.773736
0,3000,4388.080187
-5,1922,4389.62391
-3,3000,4392.073446
-2,3000,4394.51799
-2,3000,4397.023064
-4,3000,4399.513529
-5,2509,4401.571327
-1,3000,4404.034139
-2,3000,4406.310149
-4,2805,4408.448188
-5,2953,4410.690748
-3,3000,4412.976869
-3,2976,4415.249977
-3,3000,4417.548717
-1,3000,4419.82355
-3,3000,4422.671154
-3,3000,4425.270134
-3,3000,4431.405466
0,3000,4434.487435
-3,3000,4436.782052
-4,3000,4439.077354
-5,1537,4440.271855
-3,3000,4442.583173
-5,2459,4444.45304
-4,2590,4446.463488
-5,2911,4448.682179
-1,3000,4451.025535
0,3000,4453.31863
-4,2424,4455.152203
-4,2965,4457.428652
-5,2662,4459.452844
-5,2679,4461.494306
-5,2790,4463.620446
-5,2423,4465.468264
-5,2290,4467.229465
-4,820,4467.847712
-3,3000,4470.121672
-1,3000,4472.412633
-2,3000,4474.744902
-4,3000,4477.062378
-4,2587,4479.044268
-2,3000,4481.365395
-4,3000,4483.657135
-3,3000,4485.995296
-4,3000,4488.268375
-3,3000,4490.569135
-4,3000,4492.864446
-2,3000,4495.13859
-5,2547,4497.073633
-2,3000,4499.36262
-4,2692,4501.431968
-4,3000,4503.723691
0,3000,4507.063301
0,3000,4510.381422
-3,3000,4513.68234
-1,3000,4517.0343
-4,2933,4520.272993
-3,3000,4523.512451
-3,3000,4526.879148
-5,2769,4530.019076
-3,3000,4533.397252
-4,3000,4536.739555
-4,2982,4540.108085
-5,2738,4543.268178
-4,3000,4546.488392
-3,3000,4549.91249
-5,2796,4553.082269
0,3000,4556.459524
-2,3000,4559.823479
-2,3000,4563.20673
-2,3000,4566.7164
-5,2731,4569.911822
-4,1515,4571.508425
-2,3000,4574.817892
-4,3000,4578.175864
-3,3000,4581.549637
-2,3000,4584.997462
-1,3000,4588.302127
-1,3000,4591.61252
-2,3000,4594.930928
-3,1405,4596.434085
-2,3000,4599.794624
-4,3000,4603.138769
-4,3000,4606.525365
-2,3000,4610.082094
-4,2449,4613.364827
-5,1912,4617.83553
-1,3000,4620.112225
-2,3000,4622.39689
-1,3000,4624.777548
-3,3000,4627.243939
-3,3000,4629.565055
-5,1546,4630.734794
-4,2790,4632.892182
-3,3000,4635.170991
-5,2763,4637.296801
-1,3000,4639.568308
-3,3000,4641.861825
-5,1435,4642.951913
-3,3000,4645.223098
-5,1902,4646.687791
-4,3000,4648.983155
-4,3000,4651.24677
-2,3000,4653.532644
-3,3000,4655.834182
-4,3000,4658.153844
-2,3000,4660.453933
0,3000,4662.731964
-4,3000,4665.049688
-2,3000,4667.385339
-5,2728,4669.605102
-5,2337,4672.275303
-2,3000,4674.971915
-4,3000,4677.507364
-3,3000,4680.034743
-4,3000,4683.049123
0,3000,4685.881314
-3,3000,4688.263581
-5,1913,4689.833278
-3,3000,4692.120948
-2,3000,4694.393032
-2,3000,4696.680594
-2,3000,4698.963535
-4,3000,4701.234838
-5,1959,4702.722038
-3,3000,4705.016588
-1,3000,4707.295279
-5,2704,4709.393099
0,3000,4711.689611
-3,3000,4713.978462
-5,2744,4716.120991
-3,3000,4718.433381
-2,3000,4720.748353
-2,3000,4723.041111
-4,3000,4725.331223
-1,3000,4727.634499
-4,1745,4728.958567
-3,3000,4731.208293
-3,3000,4733.492049
-3,3000,4735.806846
-1,3000,4738.303262
-1,3000,4740.601723
-3,3000,4742.874912
-2,3000,4745.203964
-2,3000,4747.496906
-3,3000,4749.780202
-1,3000,4752.048716
0,3000,4754.31862
-1,3000,4756.586736
0,3000,4758.862923
-5,1967,4760.394892
-4,2755,4762.5011
-3,3000,4764.773742
-5,2266,4766.496894
-2,3000,4768.779122
-2,3000,4771.071511
-4,3000,4773.397831
-4,3000,4775.708833
-5,2666,4777.743648
-3,3000,4780.046752
-3,3000,4782.308302
-3,3000,4784.625707
-2,3000,4786.976959
-2,3000,4789.357197
-2,3000,4791.633152
-3,3000,4793.892491
-5,2095,4795.491436
-4,1782,4796.871916
-2,3000,4799.175855
-5,2831,4801.315468
-5,2752,4805.138082
-4,1853,4809.940253
-1,3000,4812.295119
-2,3000,4814.603651
-2,3000,4816.891558
-1,3000,4819.168718
-4,3000,4821.471761
-2,3000,4823.757008
-4,3000,4826.053042
-5,2615,4828.074379
-1,3000,4830.364907
-4,3000,4832.638737
-4,3000,4834.943246
-2,3000,4837.220712
-3,3000,4839.526613
-4,3000,4841.865288
0,3000,4845.581791
-1,3000,4848.912338
-5,2503,4851.834123
-5,2121,4854.174911
-2,3000,4857.503374
-2,3000,4860.802853
-1,3000,4864.12398
-1,3000,4867.453943
-5,2872,4870.634169
-3,3000,4873.808312
-3,3000,4877.123245
-3,3000,4880.63073
-5,2864,4883.844908
-1,3000,4887.239324
-2,3000,4890.557108
0,3000,4893.922032
-1,3000,4897.400113
-4,3000,4900.796321
-5,2892,4904.577378
-5,2808,4907.604431
1,3000,4911.007221
-3,3000,4914.360445
-1,3000,4917.703292
0,3000,4921.061376
-2,3000,4924.398644
-2,3000,4927.766357
-2,3000,4931.080128
-2,3000,4934.421867
-4,3000,4937.82613
-5,2578,4940.675289
-4,2275,4943.198442
-1,3000,4946.529982
-2,3000,4949.87376
-4,3000,4953.371588
-5,2847,4957.293285
0,3000,4959.594746
-5,2782,4961.725139
-3,3000,4964.035983
-2,3000,4966.332497
-1,3000,4968.611602
-1,3000,4970.88378
-2,3000,4973.165855
-2,3000,4975.429713
-2,3000,4977.716271
-5,1914,4979.330229
0,3000,4981.648791
-2,3000,4983.954396
-3,3000,4986.281492
-2,3000,4988.648709
-4,3000,4990.981852
-3,2281,4992.744307
-3,3000,4995.134684
-2,3000,4997.417586
0,3000,4999.708251
-1,3000,5001.990963
-4,2547,5003.943301
-1,3000,5006.248748
-3,3000,5008.526367
-3,3000,5010.804663
-2,3000,5013.090409
-2,3000,5015.410565
-5,2530,5017.363964
-5,2521,5019.300963
-5,2526,5021.846385
-2,3000,5026.570416
-1,3000,5031.097447
-2,3000,5035.645631
-5,2119,5037.357022
-4,3000,5040.049255
-1,3000,5043.159871
0,3000,5045.437212
-2,3000,5048.098952
-1,3000,5052.56599
-3,3000,5055.307501
-3,3000,5057.552654
-4,3000,5059.778508
-1,3000,5062.013667
-4,3000,5064.246633
-5,2756,5066.318496
-5,1792,5067.64994
-5,2985,5069.865095
-3,3000,5072.100935
-1,3000,5076.084442
-5,1471,5078.177513
-2,3000,5081.085797
-2,3000,5083.353145
-1,3000,5086.29894
-2,3000,5088.546247
-2,3000,5090.784167
-2,3000,5093.027984
0,3000,5095.288625
-5,2624,5097.241814
-3,3000,5099.462172
-3,3000,5101.702557
-4,1655,5102.940339
-2,3000,5105.174914
0,3000,5107.406893
-1,3000,5109.648105
0,3000,5111.900972
-4,3000,5114.136801
-3,3000,5117.143093
-5,1747,5119.228404
0,3000,5123.501805
-2,3000,5125.926506
-4,3000,5128.352476
-2,3000,5131.990404
-4,3000,5135.466765
-3,3000,5138.653682
-1,3000,5140.92078
-2,3000,5143.252927
-2,3000,5145.512319
-2,3000,5147.760203
0,3000,5150.107348
-3,3000,5152.47134
-4,3000,5155.472296
-2,3000,5157.863339
1,3000,5160.113489
-3,3000,5162.350892
0,3000,5164.588383
-3,3000,5166.84665
-1,3000,5169.079155
-3,3000,5171.306699
-4,3000,5173.588537
0,3000,5176.384454
-1,3000,5178.761827
-2,3000,5181.05026
-3,3000,5183.613835
-2,3000,5186.024375
-3,2298,5187.910578
-4,3000,5190.454958
0,3000,5195.489904
-2,3000,5197.784969
-3,3000,5200.016187
-5,2611,5201.942085
-3,3000,5205.657673
-1,3000,5208.908014
-3,3000,5213.237138
-1,3000,5216.652665
-1,3000,5219.934108
-1,3000,5223.641246
-3,3000,5227.061187
-2,3000,5230.274234
-4,2689,5233.077128
-2,3000,5236.353629
-1,3000,5239.963399
-3,3000,5243.696413
1,3000,5248.390388
0,3000,5252.439355
-4,3000,5256.028876
-3,3000,5259.545792
-2,3000,5262.900118
-2,3000,5266.271517
-3,3000,5269.969285
-3,3000,5273.911802
-2,3000,5278.098148
-1,3000,5281.343502
-4,2670,5284.350528
-3,3000,5288.06699
-2,3000,5292.895276
0,3000,5296.820248
0,3000,5300.546093
-4,3000,5304.298133
-2,3000,5308.346809
-3,3000,5312.027484
-3,3000,5315.295906
-1,3000,5318.674071
0,3000,5322.170571
-3,3000,5326.895039
-3,3000,5329.496875
0,3000,5331.767217
0,3000,5334.08029
-2,3000,5336.315714
-1,3000,5338.720042
-4,3000,5340.999959
-1,3000,5343.255107
-5,2823,5345.513889
-3,3000,5348.225589
0,3000,5350.932189
-1,3000,5354.250239
-3,3000,5357.072289
-3,3000,5359.723344
-2,3000,5362.229089
-1,3000,5364.648469
-2,3000,5366.99048
-2,3000,5369.303461
-1,3000,5371.533543
0,3000,5373.74622
-5,2395,5375.526123
-1,3000,5377.822969
1,3000,5380.114635
