time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/learning_rate,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/loss
66,439,135168,307,595.16,-4.91,0.05498046875,0.0003,650,0.0059861788,-0.00920392578264,0.016331663232995196,0.2,0.8302067965269089,-1.4110527988523245,-2.7924776077270508e-05
67,440,137216,311,598.43,-4.91,0.053759765625,0.0003,660,0.006581779,-0.008254818018031074,0.01481669476343086,0.2,0.8202095180749893,-1.4662652343511582,-0.006518561393022537
68,441,139264,315,602.26,-4.92,0.082373046875,0.0003,670,0.008026044,-0.012473408319056033,0.01381834100902779,0.2,0.7914751321077347,-1.3817836828529835,-0.017753297463059425
69,441,141312,319,602.56,-4.9,0.063818359375,0.0003,680,0.0062221177,-0.009133310521428939,0.013423220977711026,0.2,0.8363365978002548,-1.3361588548868895,-0.029183246195316315
70,442,143360,324,599.53,-4.9,0.063232421875,0.0003,690,0.0072016176,-0.011773725621605991,0.015988946266588755,0.2,0.7987791448831558,-1.329528372362256,0.009698737412691116
71,443,145408,328,600.64,-4.9,0.0794921875,0.0003,700,0.008036001,-0.010366947595321108,0.015355118688603397,0.2,0.7778688967227936,-1.3201791539788246,-0.0074058156460523605
72,442,147456,333,601.83,-4.9,0.066845703125,0.0003,710,0.007656003,-0.010341455172238057,0.010738054782996187,0.2,0.8306784480810165,-1.282237860187888,-0.005115111358463764
73,442,149504,337,598.96,-4.9,0.066650390625,0.0003,720,0.007094846,-0.007554595325200353,0.010675897892360809,0.2,0.8570419996976852,-1.3088281888514757,-0.02176385559141636
74,443,151552,341,602.71,-4.89,0.061474609375,0.0003,730,0.006280954,-0.007838622327108169,0.01320150968094822,0.2,0.7984325438737869,-1.2980331778526306,-0.0283996369689703
75,444,153600,345,607.69,-4.88,0.083349609375,0.0003,740,0.006265377,-0.007907027522742282,0.018283578252157894,0.2,0.7355661988258362,-1.3014752555638551,-0.001981104724109173
76,444,155648,350,612.74,-4.88,0.089599609375,0.0003,750,0.007607081,-0.01089746328725596,0.01785967706091469,0.2,0.7141623795032501,-1.3080344028770923,-0.022587653249502182
77,445,157696,354,614.22,-4.9,0.0650390625,0.0003,760,0.0071480796,-0.008042183620273136,0.012880822220176924,0.2,0.7789810299873352,-1.301326496899128,-0.015714894980192184
78,445,159744,358,621.29,-4.9,0.076611328125,0.0003,770,0.0073451707,-0.008853001082025002,0.011215730416370206,0.2,0.8353775292634964,-1.2615407876670361,0.02890922874212265
79,446,161792,362,622.44,-4.9,0.043359375,0.0003,780,0.0054868665,-0.008926584950677352,0.013563981049810537,0.2,0.8161917179822922,-1.2416995275765657,-0.014340496622025967
80,444,163840,368,628.29,-4.9,0.0552734375,0.0003,790,0.0067656576,-0.006530670492429636,0.013647425216186093,0.2,0.8403996825218201,-1.2689077239483595,-0.0062251016497612
81,445,165888,372,631.01,-4.9,0.073388671875,0.0003,800,0.008470623,-0.00927795842580963,0.014077247177192475,0.2,0.8126824349164963,-1.2065905045717955,-0.017111262306571007
82,446,167936,376,631.11,-4.91,0.067138671875,0.0003,810,0.0068229362,-0.009294482327823062,0.013487112415896263,0.2,0.8372774869203568,-1.1894558999687432,0.008118990808725357
83,446,169984,380,631.21,-4.91,0.074609375,0.0003,820,0.0070642484,-0.00934556639767834,0.011152645264519378,0.2,0.8426315635442734,-1.1857291087508202,-0.02781638130545616
84,445,172032,385,629.11,-4.91,0.0650390625,0.0003,830,0.0061675888,-0.00950504479042138,0.011200316786562326,0.2,0.8523972928524017,-1.1932314705103635,-0.009132957085967064
85,444,174080,391,632.39,-4.91,0.06611328125,0.0003,840,0.0067579392,-0.011849876717315055,0.015113072590611409,0.2,0.8073354661464691,-1.1677174139767885,-0.012320632115006447
86,444,176128,396,622.51,-4.92,0.0572265625,0.0003,850,0.005449608,-0.008288217116933084,0.010412666235788492,0.2,0.8433706313371658,-1.1390042949467898,-0.0008781165815889835
87,443,178176,401,621.19,-4.92,0.083984375,0.0003,860,0.0070283613,-0.009819611717102817,0.014710377488518134,0.2,0.8241099268198013,-1.1408025559037924,-0.024062367156147957
88,440,180224,408,622.2,-4.92,0.057177734375,0.0003,870,0.0061168047,-0.007168851682945387,0.011835627458640374,0.2,0.849276140332222,-1.1295952893793584,-0.028792966157197952
89,439,182272,414,619.92,-4.92,0.0525390625,0.0003,880,0.004585095,-0.009274479547457304,0.013186409320042003,0.2,0.8630502074956894,-1.1107121793553234,-0.01603536680340767
90,438,184320,420,624.4,-4.92,0.0921875,0.0003,890,0.008565888,-0.009935760877851862,0.011281324362789747,0.2,0.8370558321475983,-1.1359920751303434,-0.008049293421208858
91,437,186368,425,618.35,-4.92,0.060009765625,0.0003,900,0.0062925136,-0.0082828931932454,0.013714720251300605,0.2,0.7865938246250153,-1.1491360664367676,0.01959223672747612
92,438,188416,429,615.11,-4.94,0.064208984375,0.0003,910,0.00802834,-0.008029159563011489,0.011047395933564986,0.2,0.8368888944387436,-1.165460667014122,-0.022487996146082878
93,438,190464,434,612.9,-4.95,0.072509765625,0.0003,920,0.0075414153,-0.01066441811635741,0.012639701958687511,0.2,0.8063865303993225,-1.1131715022027493,-0.02596236765384674
94,435,192512,441,616.97,-4.94,0.06923828125,0.0003,930,0.006906352,-0.00991013443126576,0.010824307453003713,0.2,0.8377213627099991,-1.0759837996214627,-0.02465519867837429
95,435,194560,446,614.29,-4.95,0.07890625,0.0003,940,0.008195542,-0.00951609075491433,0.014893257051880937,0.2,0.7550972402095795,-1.0696571456268429,0.0012084171175956726
96,436,196608,450,607.75,-4.95,0.05927734375,0.0003,950,0.0052649556,-0.005620157238445245,0.012723613214620854,0.2,0.8436906486749649,-1.0753529803827404,-0.0032986407168209553
97,436,198656,454,605.27,-4.92,0.0478515625,0.0003,960,0.0056231036,-0.0071025993493094575,0.014785967861826066,0.2,0.8493827879428864,-1.1187108132988215,-0.006577759049832821
98,437,200704,459,602.64,-4.94,0.066552734375,0.0003,970,0.006949558,-0.00956519274477614,0.01541919679439161,0.2,0.8118681907653809,-1.101587407104671,-0.0021986737847328186
99,437,202752,463,602.18,-4.94,0.114599609375,0.0003,980,0.010261992,-0.011371505021816119,0.012758700897393283,0.2,0.8249927163124084,-1.1030461769551039,-0.0047819651663303375
100,437,204800,468,606.3,-4.93,0.048486328125,0.0003,990,0.0058893026,-0.008510055458464194,0.01349152510811109,0.2,0.8584265857934952,-1.0756752587854863,-0.01832120306789875
101,435,206848,475,606.88,-4.93,0.072265625,0.0003,1000,0.0074293343,-0.009328203422046499,0.01768832867674064,0.2,0.7983908355236053,-1.1000703224912285,-0.008098848164081573
102,435,208896,479,607.24,-4.93,0.059619140625,0.0003,1010,0.0069576236,-0.008813014326733537,0.01280127504214761,0.2,0.8004274368286133,-1.0906844854354858,-0.018549323081970215
103,436,210944,483,608.25,-4.94,0.062255859375,0.0003,1020,0.0078109964,-0.00927727947710082,0.01062572783775977,0.2,0.8488399535417557,-1.1226717052981257,0.0042365845292806625
104,436,212992,487,606.58,-4.94,0.060302734375,0.0003,1030,0.0063373744,-0.009101553737127687,0.013318883557076333,0.2,0.8305922001600266,-1.079767088405788,-0.006287146359682083
105,437,215040,491,600.27,-4.95,0.0931640625,0.0003,1040,0.008917078,-0.009280520348693245,0.01159210939440527,0.2,0.8604984879493713,-1.057156763970852,0.0006525758653879166
106,437,217088,495,598.28,-4.95,0.065478515625,0.0003,1050,0.006155013,-0.011538124484650325,0.01025158693009871,0.2,0.8788974434137344,-1.060426631383598,0.0026703381445258856
107,438,219136,499,591.32,-4.95,0.06142578125,0.0003,1060,0.006693108,-0.00988618915580446,0.015252752325613983,0.2,0.7796651870012283,-1.038723585382104,0.012296232394874096
108,439,221184,503,596.95,-4.95,0.068115234375,0.0003,1070,0.0062105125,-0.00926723043085076,0.013210178157896735,0.2,0.8055420964956284,-1.0071347555145622,-0.002980174496769905
109,439,223232,507,596.17,-4.94,0.047998046875,0.0003,1080,0.0046495693,-0.006391419423744082,0.011372198021854274,0.2,0.8378387838602066,-1.039879965223372,0.00880774762481451
110,440,225280,511,600.25,-4.94,0.0568359375,0.0003,1090,0.006086506,-0.009269016487814951,0.013507800224761012,0.2,0.842634916305542,-1.062523757480085,-0.011366697959601879
111,440,227328,515,598.97,-4.94,0.0744140625,0.0003,1100,0.0072810273,-0.010696105925308074,0.012419221937307157,0.2,0.8376197218894958,-1.0741314999759197,-0.01964128017425537
112,441,229376,519,601.49,-4.94,0.058740234375,0.0003,1110,0.0058280053,-0.008785911418817705,0.013316445882082917,0.2,0.8309112042188644,-1.0890974413603545,-0.02665078639984131
113,442,231424,523,603.12,-4.94,0.0427734375,0.0003,1120,0.005133929,-0.005250835763945361,0.010154351580422372,0.2,0.8450989723205566,-1.1221957471221686,0.001749914139509201
114,442,233472,527,605.13,-4.94,0.063671875,0.0003,1130,0.006670136,-0.009110697274445556,0.013025095687044085,0.2,0.8329615592956543,-1.0782165877521037,0.014328492805361748
115,443,235520,531,607.37,-4.94,0.068994140625,0.0003,1140,0.007290097,-0.011563232319895178,0.009606206214084523,0.2,0.8569178879261017,-1.0634884575381875,-0.012012898921966553
116,443,237568,535,606.02,-4.94,0.061181640625,0.0003,1150,0.0059638154,-0.008913971463334747,0.010337557159800781,0.2,0.8536524921655655,-1.0419201394543052,0.00044185109436511993
117,444,239616,539,614.32,-4.93,0.07021484375,0.0003,1160,0.00666499,-0.011776390598970465,0.012974148645298555,0.2,0.7617541700601578,-1.0213495768606662,-0.00781444925814867
118,444,241664,543,618.05,-4.93,0.03408203125,0.0003,1170,0.0047682086,-0.007552634627791122,0.011981988919433206,0.2,0.8426650315523148,-1.0276832588016986,-0.008389296010136604
119,445,243712,547,615.35,-4.92,0.052197265625,0.0003,1180,0.0059619937,-0.00799259959239862,0.009887336257452261,0.2,0.8553108274936676,-1.0082156477496027,0.009610984474420547
120,445,245760,551,620.2,-4.92,0.067578125,0.0003,1190,0.007409117,-0.01050041541166138,0.016214887578826165,0.2,0.8020767420530319,-1.006039790250361,-0.0170905701816082
121,446,247808,555,622.23,-4.9,0.077001953125,0.0003,1200,0.006829398,-0.009563016868924024,0.01066663960373262,0.2,0.8477313965559006,-0.9961659332737327,-0.027348501607775688
122,446,249856,559,623.68,-4.87,0.068115234375,0.0003,1210,0.0077798152,-0.010808442800771445,0.01510402032872662,0.2,0.7658648788928986,-0.9686555191874504,0.00565495528280735
