rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/clip_range,train/policy_gradient_loss,train/loss,train/value_loss,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/entropy_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
-4.86,561.26,28672,37,28,765,0.2,-0.000442389992531389,0.01151243131607771,0.02722521051764488,270,0.00023239257,0.00029999170559999997,0.0,-2.017012023925781,0.7444456815719604,,
-4.862745098039215,570.0588235294117,29696,38,29,766,0.2,-0.0008795347181148827,0.009662866592407227,0.025198566541075707,280,0.00036201364,0.0002999913984,0.0,-2.022730302810669,0.6792716979980469,,
-4.867924528301887,577.9245283018868,30720,40,30,766,0.2,-0.0015837554121389986,0.006339896935969591,0.022599152103066445,290,0.0006165532,0.00029999109119999997,0.0,-2.019296646118164,0.6960581839084625,,
-4.87037037037037,580.7777777777778,31744,41,31,766,0.2,-0.0016828777967020868,0.004104502499103546,0.01716866921633482,300,0.0014710047,0.00029999078399999994,9.765625e-05,-2.02675724029541,0.7678155452013016,,
-4.857142857142857,583.3928571428571,32768,42,32,767,0.2,-0.002383251558057964,0.004404617007821798,0.021316824294626713,310,0.00124724,0.0002999904768,0.0,-2.0296478509902953,0.7106049954891205,,
-4.862068965517241,581.3275862068965,33792,44,33,767,0.2,-0.0008841495495289564,0.012082401663064957,0.030011678114533424,320,0.0014453765,0.0002999901696,0.0,-2.015295624732971,0.6966500580310822,,
-4.864406779661017,583.4406779661017,34816,45,34,767,0.2,-0.0011009566020220517,0.007455364800989628,0.020213009789586067,330,0.0015165906,0.00029998986239999995,0.0,-1.9944611310958862,0.8020081967115402,,
-4.868852459016393,581.4754098360655,35840,46,35,767,0.2,-0.0007142818183638155,0.008675039745867252,0.02158290781080723,340,0.000562281,0.0002999895552,0.0,-1.9913570761680603,0.7590010762214661,,
-4.873015873015873,583.047619047619,36864,47,36,768,0.2,-0.001905040314886719,0.0033416738733649254,0.016579727083444594,350,0.0011738753,0.00029998924799999995,0.0,-1.979964590072632,0.8137916326522827,,
-4.875,581.40625,37888,49,37,769,0.2,-0.0008876933716237545,0.008136218413710594,0.021475533954799175,360,0.001196994,0.00029998894079999997,0.0,-1.967395830154419,0.7388810217380524,,
-4.863636363636363,588.2272727272727,38912,50,38,770,0.2,-0.0011621927144005895,0.014741080813109875,0.03625249452888966,370,0.0010164741,0.00029998863359999994,0.0,-1.9545902132987976,0.6744237542152405,,
-4.865671641791045,587.0149253731344,39936,51,39,770,0.2,-0.0004891610238701105,0.007153842598199844,0.019005866535007954,380,0.00026496238,0.00029998832639999997,0.0,-1.9519813895225524,0.8285472244024277,,
-4.869565217391305,588.6231884057971,40960,53,40,771,0.2,-0.0022219148930162193,0.0052121542394161224,0.02099187355488539,390,0.0015181184,0.0002999880192,0.0,-1.9621892333030702,0.7991481572389603,,
-4.873239436619718,589.3521126760563,41984,54,41,771,0.2,-0.0002623951993882656,0.00432706018909812,0.011418346129357815,400,0.00037501223,0.00029998771199999996,0.0,-1.9732371807098388,0.8681292831897736,,
-4.876712328767123,588.4931506849315,43008,55,42,771,0.2,-0.0005653160391375422,0.010180730372667313,0.024556223675608634,410,0.00038120936,0.0002999874048,0.0,-1.9653574109077454,0.6893322765827179,,
-4.878378378378378,590.2972972972973,44032,57,43,772,0.2,-0.0008509146049618721,0.0044383094646036625,0.014651246275752783,420,0.0005544756,0.00029998709759999995,0.0,-1.976466453075409,0.8350968956947327,,
-4.868421052631579,592.4736842105264,45056,58,44,772,0.2,-0.0018676609732210636,0.001125376671552658,0.012450085394084454,430,0.0011152108,0.0002999867904,9.765625e-05,-1.9834713459014892,0.8443665355443954,,
-4.857142857142857,593.9090909090909,46080,59,45,773,0.2,-0.00038420853670686486,0.017218101769685745,0.03888222649693489,440,0.00047149364,0.00029998648319999995,0.0,-1.9915355563163757,0.63944873213768,,
-4.848101265822785,595.5949367088608,47104,61,46,771,0.2,-0.0006680292077362538,0.014560400508344173,0.03404275327920914,450,0.00038674596,0.00029998617599999997,0.0,-1.9981689691543578,0.6879236698150635,,
-4.85,595.7,48128,62,47,769,0.2,-0.0009671030100435018,0.005466034635901451,0.016959523782134056,460,0.00023379503,0.0002999858688,0.0,-1.9892996788024901,0.7977253347635269,,
-4.853658536585366,595.1585365853658,49152,63,48,768,0.2,-0.0005149365868419408,0.00796621385961771,0.0190670695155859,470,0.0002929683,0.00029998556159999997,0.0,-1.9903180956840516,0.8333587795495987,,
,,50000,,,,0.2,-0.0013694689376279711,0.007391831837594509,0.0217345817014575,480,0.00030399073,0.0002999852544,0.0,-1.9837878823280335,0.8078731894493103,608.22,-4.91
-4.855421686746988,598.1204819277109,50176,120,49,416,,,,,,,,,,,,
-4.857142857142857,600.3214285714286,51200,121,50,419,0.2,-0.0003298015333712101,0.006712770089507103,0.016104799602180718,490,0.00022087456,0.00029998494719999996,0.0,-1.9887707829475403,0.79983289539814,,
-4.8604651162790695,598.3372093023256,52224,123,51,423,0.2,-0.001093021617271006,0.006361226551234722,0.01922981459647417,500,0.00043839857,0.00029998464,0.0,-1.983939516544342,0.8063526898622513,,
-4.862068965517241,599.3448275862069,53248,124,52,427,0.2,-0.0013354923110455274,0.002549877855926752,0.012690357211977244,510,0.0010600467,0.00029998433279999995,0.0,-1.9920113205909729,0.8571808636188507,,
-4.865168539325842,601.7078651685393,54272,125,53,430,0.2,-0.0007776790997013449,0.005078387446701527,0.017150810174643993,520,0.00053531677,0.0002999840256,0.0,-2.008173179626465,0.7638738304376602,,
-4.868131868131868,602.2087912087912,55296,127,54,434,0.2,-0.0006311565754003823,0.007178463973104954,0.018617159314453603,530,0.00050938997,0.0002999837184,0.0,-1.999399733543396,0.8092176020145416,,
-4.869565217391305,602.7717391304348,56320,128,55,437,0.2,-0.0006476544542238117,0.008153470233082771,0.020667936094105242,540,0.0002556296,0.00029998341119999997,0.0,-1.996444010734558,0.8144526034593582,,
-4.860215053763441,603.9784946236559,57344,130,56,440,0.2,-0.0017465025652199984,0.007797840051352978,0.02609445545822382,550,0.0009252524,0.000299983104,0.0,-2.003721308708191,0.706710934638977,,
-4.863157894736842,607.578947368421,58368,131,57,443,0.2,-0.0014082786859944464,0.004143957514315844,0.014844791032373905,560,0.0012742782,0.00029998279679999997,0.0,-2.0103508710861204,0.8511324524879456,,
-4.865979381443299,605.6907216494845,59392,132,58,446,0.2,-9.873730596154928e-05,0.007565982639789581,0.01810324043035507,570,0.00014155247,0.0002999824896,0.0,-2.0110955238342285,0.8373756855726242,,
-4.8686868686868685,604.6161616161617,60416,134,59,449,0.2,-0.002232913300395012,0.0024823606945574284,0.016109526436775923,580,0.0011080194,0.00029998218239999996,0.0,-2.0129764556884764,0.8488903343677521,,
-4.87,604.95,61440,135,60,452,0.2,-0.0008793833199888468,0.007439885288476944,0.020374323055148125,590,0.0010626452,0.0002999818752,0.0,-2.0209842920303345,0.780014306306839,,
-4.87,605.98,62464,137,61,455,0.2,-0.0007841985556297004,0.0062254732474684715,0.016949298046529292,600,0.0004874153,0.000299981568,0.0,-2.0215094089508057,0.8223511874675751,,
-4.87,611.44,63488,138,62,458,0.2,-0.0017073689727112652,0.0031392881646752357,0.014917202852666378,610,0.00076389714,0.0002999812608,0.0,-2.0247281074523924,0.857865571975708,,
-4.87,609.33,64512,139,63,461,0.2,-0.0003845617175102234,0.009006675332784653,0.021096758916974066,620,0.00044182822,0.00029998095359999995,0.0,-2.025717520713806,0.7506127655506134,,
-4.87,612.42,65536,141,64,464,0.2,-0.0014737279154360295,0.00664721941575408,0.02205003146082163,630,0.00057769916,0.00029998064639999997,0.0,-2.0281451463699343,0.7588646709918976,,
-4.86,614.51,66560,142,65,467,0.2,-0.002575590624473989,0.002484893426299095,0.017785237357020377,640,0.001803152,0.00029998033919999994,0.0,-2.0403937101364136,0.7945571690797806,,
-4.86,612.23,67584,143,66,469,0.2,-0.00461956225335598,0.004138439893722534,0.029111358895897867,650,0.002889883,0.00029998003199999996,0.00029296875,-2.0467395067214964,0.7269856929779053,,
-4.86,615.58,68608,145,67,472,0.2,-0.0018088139127939939,0.010066273622214794,0.028688992932438852,660,0.0017768096,0.0002999797248,0.0,-2.0484514474868774,0.6392802894115448,,
-4.86,617.33,69632,146,68,474,0.2,-0.0011076109949499369,0.008565190248191357,0.024505655094981194,670,0.00060949713,0.00029997941759999996,0.0,-2.041697859764099,0.7261623442173004,,
-4.87,614.88,70656,148,69,476,0.2,-0.0005587698426097632,0.010241882875561714,0.02522202059626579,680,0.00031135522,0.0002999791104,0.0,-2.0415788650512696,0.7493872940540314,,
-4.88,617.37,71680,149,70,479,0.2,-0.0018861309858039022,0.002742997370660305,0.014525171369314194,690,0.00057653856,0.00029997880319999995,0.0,-2.041428303718567,0.8289176672697067,,
-4.87,620.47,72704,150,71,481,0.2,-0.0019789131358265875,0.00561605766415596,0.022504811361432075,700,0.00093221705,0.000299978496,0.0,-2.0390769481658935,0.764289379119873,,
-4.86,620.23,73728,152,72,484,0.2,-0.0015577672980725764,0.011535504832863808,0.03246615957468748,710,0.0012308948,0.00029997818879999995,0.0,-2.0310215950012207,0.647235095500946,,
-4.86,623.96,74752,153,73,486,0.2,-0.002502019377425313,-0.00019380729645490646,0.0147575955837965,720,0.0021674307,0.00029997788159999997,0.0,-2.0252952098846437,0.8473956137895584,,
-4.88,623.88,75776,154,74,489,0.2,-0.0016552899032831192,0.00857112742960453,0.02938885912299156,730,0.0011717377,0.0002999775744,0.0,-2.0102307081222532,0.6938906908035278,,
-4.88,621.81,76800,156,75,491,0.2,-0.0007429551333189011,0.00948205403983593,0.023859785683453084,740,0.00059974217,0.00029997726719999996,0.0,-2.006195592880249,0.7874318510293961,,
-4.88,624.93,77824,157,76,493,0.2,-0.0011646718019619584,0.010771357454359531,0.028934581205248833,750,0.00047467923,0.00029997696,0.0,-1.9945380091667175,0.7565352767705917,,
-4.88,627.86,78848,158,77,496,0.2,-0.002171878982335329,0.00293625146150589,0.018774352222681045,760,0.0007562643,0.00029997665279999996,0.0,-1.9925765633583068,0.8465751856565475,,
-4.89,626.12,79872,160,78,498,0.2,3.5913893952965736e-05,0.012456698343157768,0.028908958844840526,770,0.0003596717,0.0002999763456,0.0,-1.9913352727890015,0.6899279057979584,,
-4.89,626.48,80896,161,79,500,0.2,-0.003480632742866874,-0.0002540191635489464,0.017408895678818224,780,0.0021225903,0.00029997603839999995,0.0,-1.9898370862007142,0.8018444627523422,,
-4.89,627.86,81920,162,80,503,0.2,-0.0020748127717524767,0.0026858015917241573,0.015966735500842332,790,0.0026454474,0.0002999757312,0.0013671875,-1.9687206745147705,0.8255728632211685,,
-4.88,629.32,82944,164,81,505,0.2,-0.0038509191130287946,-0.0006826212629675865,0.017403171956539155,800,0.004222014,0.000299975424,0.0009765625,-1.9468555808067323,0.8208551853895187,,
-4.87,629.39,83968,165,82,507,0.2,-0.0019490154692903161,0.01694440469145775,0.04707872495055199,810,0.0030404332,0.00029997511679999997,0.0017578125,-1.9069218039512634,0.5181419253349304,,
-4.87,628.64,84992,166,83,509,0.2,-0.004674860741943121,-0.0010590199381113052,0.018513262271881104,820,0.0066663027,0.0002999748096,0.00947265625,-1.8841975331306458,0.7411969006061554,,
-4.87,628.88,86016,168,84,511,0.2,-0.0024428685661405324,0.003283778205513954,0.018345761671662332,830,0.0042995387,0.00029997450239999996,0.0029296875,-1.8841194033622741,0.7884466499090195,,
-4.87,631.28,87040,169,85,513,0.2,-0.0027476819697767494,0.0009497017599642277,0.015108194854110479,840,0.0025673078,0.0002999741952,0.0,-1.8803824543952943,0.8542403876781464,,
-4.88,628.85,88064,170,86,515,0.2,-0.001296245167031884,0.006750950589776039,0.019941134192049504,850,0.0019654762,0.00029997388799999996,0.0,-1.8595666408538818,0.819905698299408,,
-4.88,631.47,89088,172,87,517,0.2,-0.0023566533345729113,0.0019063130021095276,0.016512794978916646,860,0.0015681854,0.0002999735808,0.0,-1.8632380485534668,0.8391914069652557,,
-4.87,633.51,90112,173,88,519,0.2,-0.000719570810906589,0.008116141892969608,0.02253915499895811,870,0.0015198791,0.0002999732736,0.0,-1.8538660168647767,0.6559006869792938,,
-4.87,635.34,91136,174,89,521,0.2,-0.00072259905282408,0.00446286890655756,0.015183283761143685,880,0.00079713756,0.0002999729664,0.0,-1.8690771579742431,0.853778675198555,,
-4.87,636.27,92160,176,90,523,0.2,-0.0018647071672603488,0.004313106648623943,0.017458414286375047,890,0.001804552,0.0002999726592,0.0,-1.8628565073013306,0.8077678680419922,,
-4.87,632.04,93184,177,91,525,0.2,-0.0036149166990071535,-0.0023849480785429478,0.012094653211534023,900,0.0029975425,0.00029997235199999997,0.0009765625,-1.8521856307983398,0.8941139131784439,,
-4.87,628.42,94208,178,92,526,0.2,-0.002494194824248552,0.002233433537185192,0.020594842545688153,910,0.0020364458,0.0002999720448,0.000390625,-1.8410042762756347,0.8011541366577148,,
-4.88,624.81,95232,180,93,528,0.2,-0.0017044834326952695,0.001545775681734085,0.014011283870786428,920,0.0019328638,0.00029997173759999996,0.00234375,-1.8703844547271729,0.8355154991149902,,
-4.88,627.29,96256,181,94,530,0.2,-0.00099870131816715,0.0027538007125258446,0.010580146219581366,930,0.0018167867,0.0002999714304,0.0015625,-1.9149634003639222,0.8782517313957214,,
-4.87,628.02,97280,182,95,532,0.2,-0.0009116561850532889,0.005405763164162636,0.016946256160736084,940,0.00076421123,0.0002999711232,0.0,-1.9316959261894227,0.779370054602623,,
-4.87,630.02,98304,184,96,533,0.2,-0.0020313590532168744,0.008458063937723637,0.027538598328828812,950,0.0018995351,0.000299970816,0.0,-1.8932406783103943,0.7312370538711548,,
-4.84,630.88,99328,185,97,535,0.2,-0.0006485525052994489,0.01191734243184328,0.02781205978244543,960,0.0012558317,0.00029997050879999995,0.0,-1.8956108212471008,0.7053705453872681,,
,,100000,,,,0.2,-0.0009181764908134937,0.009615601971745491,0.026281212083995344,970,0.00038952683,0.0002999702016,0.0,-1.907611358165741,0.7828843146562576,631.97,-4.81
-4.84,631.4,100352,243,98,411,,,,,,,,,,,,
-4.84,633.72,101376,245,99,413,0.2,-0.0009847036795690655,0.0067599862813949585,0.018753240816295147,980,0.0008431091,0.00029996989439999995,0.0,-1.9185222029685973,0.8515617400407791,,
-4.85,632.48,102400,246,100,415,0.2,-0.0016890423372387885,0.00263509014621377,0.015638855192810296,990,0.0016023731,0.00029996958719999997,0.0,-1.9158949732780457,0.8611011654138565,,
-4.85,632.75,103424,248,101,416,0.2,-0.0007799426559358836,0.004400869831442833,0.015115991700440645,1000,0.0006814738,0.00029996928,0.0,-1.8976605415344239,0.8243821412324905,,
-4.85,629.35,104448,251,102,414,0.2,-0.0013584236847236752,0.006027636118233204,0.0197640772908926,1010,0.0008672379,0.00029996897279999996,0.0,-1.9089496374130248,0.7812183350324631,,
-4.85,630.17,105472,253,103,416,0.2,-0.0010346758645027876,0.005071542225778103,0.01736618634313345,1020,0.00059757696,0.0002999686656,0.0,-1.9127784371376038,0.840743213891983,,
-4.85,631.06,106496,254,104,417,0.2,-0.002116742404177785,0.004035395570099354,0.018688109889626502,1030,0.0010743182,0.00029996835839999996,0.00029296875,-1.9069703459739684,0.821157842874527,,
-4.85,631.61,107520,256,105,419,0.2,-0.001778756151907146,0.0020949067547917366,0.014278180338442326,1040,0.0011755642,0.0002999680512,0.00029296875,-1.9385672092437745,0.823230430483818,,
-4.86,629.02,108544,257,106,421,0.2,-0.0015128715429455041,0.003455412108451128,0.015711971372365952,1050,0.00078030425,0.00029996774399999995,0.0,-1.9473543167114258,0.7909229248762131,,
-4.86,629.82,109568,259,107,422,0.2,-0.0007596455281600357,0.004911564290523529,0.013572176080197096,1060,0.0007640004,0.0002999674368,0.0,-1.918970811367035,0.8097641170024872,,
-4.87,627.29,110592,260,108,424,0.2,-0.0013100259006023408,0.009696896187961102,0.029993683099746704,1070,0.00046617922,0.0002999671296,0.0,-1.9347844481468202,0.6816522777080536,,
-4.87,627.51,111616,261,109,426,0.2,-0.0007715147919952869,0.00488011259585619,0.015681882668286563,1080,0.00041956158,0.00029996682239999997,0.0,-1.9405856370925902,0.8615735322237015,,
-4.86,628.35,112640,263,110,427,0.2,-0.00299886679276824,0.0022600898519158363,0.020293084718286992,1090,0.0014590061,0.0002999665152,0.00068359375,-1.9444663166999816,0.8300206214189529,,
-4.86,623.8,113664,268,111,423,0.2,-0.0014845250872895122,0.011624019593000412,0.030920803733170032,1100,0.0013781153,0.00029996620799999996,0.0,-1.9422836184501648,0.719845712184906,,
-4.86,626.78,114688,270,112,424,0.2,-0.0028071120381355287,0.0016136318445205688,0.01792070232331753,1110,0.001408133,0.0002999659008,0.0,-1.9747768759727478,0.7767553627490997,,
-4.86,628.33,115712,271,113,426,0.2,-0.001318004378117621,0.006626914255321026,0.022181639820337294,1120,0.0009474054,0.00029996559359999996,0.0,-1.9650338411331176,0.5927086770534515,,
-4.86,628.55,116736,274,114,425,0.2,-0.0018489286536350845,0.003033156506717205,0.017842026054859163,1130,0.0007860533,0.0002999652864,0.0,-1.9644211053848266,0.7126336991786957,,
-4.86,631.71,117760,275,115,426,0.2,-0.0006029152777045965,0.005232466384768486,0.014243700634688139,1140,0.0006423625,0.0002999649792,0.0,-1.9683836340904235,0.8480833768844604,,
-4.86,630.44,118784,277,116,428,0.2,-0.0021533395163714887,0.0026328591629862785,0.0168394286185503,1150,0.0006958656,0.000299964672,0.0,-1.955787968635559,0.8299520909786224,,
-4.87,628.75,119808,279,117,429,0.2,-0.0012873104074969887,0.005770448595285416,0.01838493160903454,1160,0.00089056505,0.0002999643648,0.0,-1.978881049156189,0.8179069012403488,,
-4.87,625.58,120832,280,118,430,0.2,2.3226626217365266e-05,0.006956038996577263,0.015968463104218244,1170,0.00027438998,0.00029996405759999997,0.0,-1.9701638698577881,0.8133216053247452,,
-4.87,626.52,121856,281,119,432,0.2,-0.003014624980278313,7.290812209248543e-05,0.01469093980267644,1180,0.0014429406,0.0002999637504,0.0,-1.9834911108016968,0.8625166267156601,,
-4.87,630.98,122880,283,120,433,0.2,-0.0012434869306162,0.0034537664614617825,0.014597416948527097,1190,0.0013391364,0.00029996344319999996,0.0,-1.9820262432098388,0.8260044306516647,,
-4.87,631.91,123904,285,121,434,0.2,-0.002326942002400756,0.002570824697613716,0.016541306860744953,1200,0.0015246182,0.000299963136,0.0,-1.9897473454475403,0.8441506624221802,,
-4.87,632.55,124928,287,122,434,0.2,-0.0006974614923819899,0.004908124916255474,0.01466356860473752,1210,0.00082728703,0.0002999628288,0.0,-1.98722642660141,0.8096947818994522,,
-4.85,633.5,125952,288,123,436,0.2,-0.0003750573843717575,0.014121470041573048,0.03113611154258251,1220,0.000441632,0.0002999625216,0.0,-1.9848983883857727,0.6780955195426941,,
-4.85,634.85,126976,289,124,438,0.2,-0.0008376189740374685,0.011057395488023758,0.02818423807621002,1230,0.00026084145,0.0002999622144,0.0,-1.9740251421928405,0.7127214670181274,,
-4.85,634.1,128000,291,125,439,0.2,-0.0006673845462501049,0.005781091284006834,0.017321627587080002,1240,0.0003551097,0.0002999619072,0.0,-1.9769488453865052,0.806803286075592,,
-4.85,631.59,129024,294,126,438,0.2,-0.0009833406656980515,0.006344444118440151,0.02015674039721489,1250,0.00055411184,0.00029996159999999994,0.0,-1.9633257627487182,0.8130875527858734,,
-4.86,631.86,130048,297,127,437,0.2,-0.0024644060060381888,0.000601951964199543,0.013669043034315109,1260,0.0019531255,0.00029996129279999997,0.0,-1.9713204741477965,0.8548038005828857,,
-4.86,634.38,131072,298,128,439,0.2,-0.0017502210335806011,0.00042346492409706116,0.009807264339178801,1270,0.0012733683,0.00029996098559999994,0.0,-1.9523253202438355,0.9030251577496529,,
-4.86,634.12,132096,303,129,435,0.2,-0.003718059998936951,-0.0020095547661185265,0.012875194661319256,1280,0.0020760894,0.00029996067839999996,0.00087890625,-1.956110167503357,0.8566539138555527,,
-4.86,632.78,133120,305,130,435,0.2,-0.001135603035800159,0.004951348062604666,0.018140064366161824,1290,0.0011467522,0.0002999603712,0.0,-1.9384452104568481,0.7901617586612701,,
-4.84,639.82,134144,306,131,437,0.2,-0.0005101614398881793,0.008505314588546753,0.0211739806458354,1300,0.00065338775,0.00029996006399999996,0.0,-1.9228838801383972,0.8032398968935013,,
-4.84,636.4,135168,308,132,438,0.2,-0.0026242070365697146,0.008009910583496094,0.033502093888819216,1310,0.00199879,0.0002999597568,9.765625e-05,-1.9296466946601867,0.641997903585434,,
-4.85,633.71,136192,309,133,440,0.2,-0.0009748684475198388,0.004644713364541531,0.016031168401241302,1320,0.0018246609,0.00029995944959999995,0.0,-1.9194528102874755,0.787817969918251,,
-4.86,631.93,137216,310,134,441,0.2,-0.0004628513241186738,0.006450138986110687,0.016743487492203713,1330,0.0004462254,0.0002999591424,0.0,-1.932630443572998,0.8338143080472946,,
-4.86,630.94,138240,311,135,443,0.2,-0.001376142562367022,0.0033773863688111305,0.014136175904422999,1340,0.00068187126,0.00029995883519999994,0.0,-1.928594982624054,0.8562662303447723,,
-4.86,630.05,139264,313,136,443,0.2,-0.002669853623956442,0.000489537138491869,0.013385552261024714,1350,0.0010509561,0.00029995852799999997,0.0,-1.934343147277832,0.844795897603035,,
-4.87,627.78,140288,317,137,442,0.2,-0.0012173846422228961,0.005523661617189646,0.017145093716681003,1360,0.0010623231,0.0002999582208,0.0,-1.928610610961914,0.824396625161171,,
-4.87,624.56,141312,319,138,441,0.2,-0.0010206356644630432,0.003492535324767232,0.013205172587186098,1370,0.00041823438,0.00029995791359999996,0.0,-1.943706226348877,0.8739852905273438,,
-4.87,624.62,142336,321,139,442,0.2,-0.0008999930578283966,0.009644987992942333,0.02407699599862099,1380,0.00080973573,0.0002999576064,0.0,-1.938973867893219,0.7790778577327728,,
-4.87,623.65,143360,323,140,443,0.2,-0.0008914876147173345,0.004763077944517136,0.014835716970264912,1390,0.0002745338,0.00029995729919999996,0.0,-1.9291075468063354,0.8424561023712158,,
-4.87,622.39,144384,324,141,444,0.2,-0.0005697881104424595,0.007406634744256735,0.018919124081730843,1400,0.0005045287,0.000299956992,0.0,-1.9206992268562317,0.8326615244150162,,
