#{"t_start": 1639611245.9746084, "env_id": null}
r,l,t
-5,833,144.707308
-5,581,145.544197
-5,650,146.376267
-5,427,147.157204
-5,573,147.890626
-5,775,148.938452
-4,699,149.862692
-5,721,150.652566
-4,657,151.621969
-5,486,152.216634
-5,1055,153.572592
-5,694,154.523893
-5,517,155.286085
-4,883,156.373251
-5,491,157.005475
-5,792,158.114528
-5,528,158.713343
-5,592,159.56206
-5,478,160.073452
-5,557,160.872022
-5,529,161.42509
-5,651,162.333435
-5,491,162.998234
-4,680,163.784333
-4,683,164.863537
-5,598,165.486041
-5,686,166.466188
-5,516,167.16683
-5,554,167.882027
-5,591,168.72666
-5,701,169.488484
-5,438,170.157146
-5,610,170.805592
-5,862,171.988122
-4,863,173.105191
-5,533,173.844462
-5,691,174.603892
-5,516,175.362851
-5,753,176.375556
-5,431,176.872904
-5,644,177.702712
-5,551,178.377872
-5,531,179.219581
-5,648,179.905576
-5,511,180.664437
-5,692,181.419137
-4,665,182.352751
-5,906,183.577159
-3,641,184.494004
-4,492,185.061001
-5,702,185.999371
-4,557,186.882224
-5,621,187.402851
-5,507,187.836017
-5,641,188.376702
-5,732,189.050815
-5,544,189.531477
-4,737,190.164188
-5,485,190.57129
-5,610,191.104603
-5,690,191.690104
-5,629,192.232012
-5,766,192.885657
-5,453,193.265751
-5,706,193.868082
-5,569,194.350248
-5,448,194.763868
-5,570,195.248353
-5,596,195.764333
-5,477,196.171975
-4,814,196.869596
-5,684,197.439862
-5,644,197.99164
-5,676,198.56413
-5,608,199.083703
-4,771,199.732217
-5,796,200.402898
-5,775,201.062633
-5,612,201.639168
-4,660,202.212609
-4,493,202.687983
-5,789,203.460749
-5,674,204.046185
-5,747,204.671999
-4,743,205.374561
-5,551,205.840462
-5,543,206.294194
-5,402,206.630388
-5,549,207.095691
-5,772,207.75422
-5,474,208.155579
-5,611,208.675415
-4,682,209.251873
-4,557,209.779449
-5,657,210.341363
-4,731,210.958954
-5,974,211.856961
-5,608,212.472876
-5,666,213.042714
-5,658,213.618282
-5,749,214.275916
-5,540,214.73525
-5,593,215.241023
-5,647,215.820003
-5,914,216.714269
-4,575,217.240033
-4,810,217.97832
-5,466,218.399627
-5,573,218.920603
-5,486,219.357363
-4,702,220.048213
-5,747,220.765208
-4,602,221.336266
-5,507,221.902865
-5,557,222.412761
-5,756,223.148215
-4,657,223.785516
-5,737,224.47173
-5,558,224.992164
-5,711,225.631211
-5,643,226.226539
-4,805,226.966528
-5,546,227.461247
-5,555,227.980219
-5,738,228.644994
-5,736,229.319849
-4,656,229.959691
-5,485,230.395624
-5,637,230.976586
-5,543,231.459458
-5,610,232.058656
-5,656,232.655169
-5,483,233.104126
-5,454,233.518488
-5,1064,234.497509
-5,557,235.005116
-5,467,235.449232
-5,751,236.127919
-5,527,236.611705
-5,782,237.328238
-5,508,237.785388
-5,688,238.416353
-5,543,238.910537
-5,445,239.318743
-5,619,239.884898
-4,610,240.434354
-5,680,241.054758
-5,531,241.544274
-5,371,241.891445
-5,842,242.658804
-4,519,243.129994
-5,762,244.286299
-5,560,245.039971
-5,738,246.156536
-5,708,247.305725
-5,577,248.046807
-5,487,249.60434
-5,458,251.572378
-5,653,252.568497
-5,744,253.515682
-5,584,254.179624
-5,590,255.37709
-5,660,256.224142
-5,708,257.114032
-5,611,257.990159
-4,613,258.915398
-5,609,259.9993
-5,459,260.47341
-5,626,261.312446
-5,603,262.415273
-4,628,263.1954
-5,625,265.268234
-5,544,267.880772
-5,761,269.597437
-5,722,270.794956
-5,774,272.229513
-5,715,273.906948
-5,944,275.407646
-5,449,276.226188
-5,673,277.238318
-5,629,278.427491
-5,571,279.129015
-5,551,279.947458
-5,776,281.077346
-5,754,282.190376
-5,724,283.058281
-5,615,284.032546
-5,583,285.332181
-5,584,286.259027
-4,618,287.563233
-4,819,288.515205
-5,698,289.382474
-5,496,290.058995
-5,711,290.807748
-5,463,291.553597
-5,493,292.887527
-5,689,295.691258
-5,570,296.807458
-5,708,297.933408
-5,581,299.720983
-5,678,301.511772
-5,502,304.635743
-5,595,305.489637
-3,1131,306.904464
-5,415,307.495546
-5,591,308.116189
-5,430,308.716018
-5,712,309.610099
-5,488,310.117813
-5,921,311.230735
-5,521,311.775577
-5,605,312.574195
-5,605,314.568678
-5,568,316.230196
-5,490,317.691975
-5,471,318.244029
-5,687,320.441583
-5,439,321.506701
-5,495,322.643174
-5,443,323.129853
-5,496,323.806946
-5,558,324.446844
-5,621,325.259449
-5,526,325.816092
-5,590,326.577262
-5,715,328.147084
-5,627,329.09879
-5,627,329.97804
-5,617,330.629329
-5,729,332.841583
-5,601,334.048487
-4,902,335.125009
-5,619,336.728405
-5,643,338.143362
-5,512,338.623793
-4,684,339.335474
-5,684,339.989031
-5,400,340.469446
-5,710,341.238307
-5,685,341.845327
-5,474,342.272572
-5,512,342.751129
-5,768,343.441659
-5,612,344.038851
-5,717,344.727421
-5,491,345.186003
-5,561,345.672742
-5,520,346.12138
-5,665,346.687514
-5,665,347.252311
-5,536,347.711849
-5,605,348.229823
-4,918,349.008985
-5,723,349.65357
-4,743,350.297399
-5,613,350.869724
-5,805,351.558147
-4,937,352.399924
-5,707,352.998223
-4,760,353.640812
-4,675,354.252599
-5,570,354.744699
-4,722,355.37875
-5,449,355.765873
-5,676,356.336838
-5,531,356.782004
-5,507,357.209728
-4,656,357.764344
-5,692,358.349802
-5,718,358.962687
-3,793,359.639506
-5,398,359.978213
-5,453,360.358219
-4,852,361.079455
-5,491,361.491853
-5,534,361.976213
-5,894,362.768898
-5,581,363.337626
-5,1107,364.309741
-5,672,364.891482
-5,521,365.330014
-4,815,366.014733
-4,656,366.563873
-4,794,367.236928
-5,411,367.585955
-4,652,368.154909
-5,498,368.578566
-5,514,369.026246
-5,753,369.663844
-5,574,370.148366
-5,579,370.631789
-5,490,371.047088
-5,639,371.67587
-5,451,372.085416
-5,577,372.606909
-5,488,373.05709
-5,667,373.613852
-5,832,374.324108
-5,562,374.805125
-5,411,375.155289
-5,901,375.930402
-5,536,376.378883
-3,796,377.077269
-5,422,377.4308
-5,505,377.860369
-5,832,378.560413
-5,654,379.117208
-5,579,379.603003
-5,718,380.207368
-5,526,380.650888
-5,661,381.238215
-5,620,381.802948
-5,699,382.393665
-4,593,382.90085
-5,682,383.471644
-5,503,383.909899
-5,682,384.494032
-5,571,384.980835
-5,670,385.541557
-5,498,385.963616
-5,436,386.328987
-5,583,386.822704
-5,550,387.300364
-5,575,387.794355
-5,576,388.283263
-5,579,388.773391
-5,605,389.283955
-4,734,389.904667
-5,540,390.355354
-5,817,391.040822
-5,575,391.524011
-5,538,392.253384
-5,647,392.945193
-5,541,393.670125
-4,1069,394.954249
-5,678,395.679207
-5,929,396.816585
-5,535,397.523634
-5,805,398.534897
-5,667,399.371984
-3,966,400.596999
-5,547,401.323001
-5,822,402.351287
-5,908,403.302685
-5,682,404.169003
-5,793,405.162886
-5,871,406.238187
-5,720,407.001873
-5,578,407.794634
-5,1155,409.219584
-5,651,410.071864
-5,604,410.712916
-5,446,411.356846
-5,569,411.969174
-5,501,412.64568
-5,844,413.684874
-5,556,414.280643
-5,524,415.010188
-5,763,415.832566
-4,679,416.693192
-5,650,417.559343
-5,569,418.158058
-5,532,418.86193
-5,614,419.50595
-5,516,420.200352
-5,545,420.769656
-5,560,421.500126
-4,680,422.370316
-5,451,422.844793
-5,835,423.87166
-5,681,424.742644
-5,504,425.306133
-5,476,425.963595
-5,574,426.57276
-4,570,427.320981
-5,535,427.891817
-4,583,428.653711
-5,535,429.21724
-5,509,429.906276
-5,618,430.55616
-5,698,431.461284
-5,647,432.304233
-4,787,433.132687
-5,858,434.183353
-4,593,434.964882
-5,605,435.607778
-5,582,436.38674
-5,670,437.254259
-5,615,437.90733
-5,669,438.76746
-4,842,439.856467
-4,720,440.607372
-5,643,441.446909
-5,668,442.39516
-5,457,442.884264
-5,507,443.624417
-4,636,444.306218
-5,599,445.085781
-4,878,446.153028
-5,588,446.777466
-5,614,447.589616
-5,625,448.414195
-4,855,449.311023
-5,575,450.064322
-5,444,450.534216
-3,706,451.450651
-4,668,452.313747
-4,650,453.002614
-5,758,453.636204
-5,423,454.000906
-4,608,454.511077
-5,507,454.945548
-5,648,455.490673
-5,484,455.905353
-5,744,456.534297
-5,582,457.034781
-5,450,457.417703
-5,568,457.91922
-5,706,458.508682
-5,518,458.952239
-5,387,459.274904
-5,610,459.790618
-5,482,460.197894
-5,564,460.667559
-5,513,461.110598
-5,610,461.634517
-4,659,462.211143
-5,624,462.743106
-4,547,463.204954
-5,592,463.704203
-4,745,464.334835
-5,588,464.83101
-5,707,465.421622
-5,810,466.103304
-5,581,466.591289
-4,653,467.145852
-5,607,467.657061
-5,759,468.304275
-5,530,468.762399
-5,762,469.434766
-5,590,470.06498
-5,750,470.770888
-5,508,471.308777
-5,666,471.875472
-5,522,472.314659
-5,644,472.859349
-5,677,473.434521
-4,658,473.996609
-5,686,474.580679
-5,521,475.026965
-5,561,475.503512
-5,588,476.027348
-5,816,476.713488
-5,554,477.23309
-5,441,477.600281
-4,837,478.31172
-5,404,478.648657
-5,481,479.059274
-5,699,479.653625
-5,580,480.141289
-5,605,480.645837
-5,798,481.324692
-5,689,481.915687
-5,478,482.321448
-5,637,482.859885
-5,550,483.31691
-5,417,483.666349
-5,540,484.12508
-5,587,484.624796
-5,580,485.115665
-5,530,485.558006
-5,715,486.168727
-5,425,486.52277
-5,499,486.946019
-5,702,487.530246
-5,538,487.992928
-5,560,488.460584
-5,574,488.950647
-5,550,489.408101
-5,482,489.815023
-5,707,490.405799
-5,448,490.784982
-5,597,491.28129
-5,575,491.770034
-5,541,492.227288
-5,448,492.640106
-5,899,493.522347
-5,440,494.059107
-5,513,494.552193
-5,470,495.08932
-5,515,495.60701
-5,479,496.070279
-3,967,496.959754
-5,505,497.436003
-5,536,497.944677
-5,434,498.326877
-5,561,498.834189
-5,645,499.549014
-5,516,500.017823
-5,549,500.541828
-5,429,500.969772
-5,516,502.161008
-4,507,504.496862
-4,828,507.023225
-5,651,507.949022
-5,738,509.374914
-5,443,510.58634
-5,511,511.3069
-5,476,513.451535
-5,601,514.43526
-5,495,515.809988
-5,852,518.20118
-5,604,520.045611
-5,652,522.183688
-5,814,525.248806
-5,566,526.488804
-5,668,529.562131
-5,624,532.155902
-5,586,534.35554
-5,552,535.376857
-5,644,536.127891
-5,616,537.922935
-5,514,538.729011
-5,733,540.421652
-4,734,541.616493
-5,685,542.496987
-5,393,543.269624
-5,586,543.933287
-4,722,545.267164
-5,622,546.225955
-5,576,546.924248
-5,554,547.750023
-4,895,548.983354
-5,507,549.568656
-5,541,550.378022
-5,579,551.016438
-4,620,551.898129
-5,568,552.507236
-5,532,553.292651
-5,642,554.156565
-5,669,554.993809
-5,526,555.790577
-5,663,556.503258
-4,647,557.430118
-5,533,558.182642
-5,680,558.988564
-5,658,559.935481
-5,648,560.797205
-5,733,561.755925
-5,443,562.481596
-5,562,563.096387
-5,574,563.944477
-5,684,564.686698
-5,641,565.636787
-5,874,566.847879
-4,801,567.946691
-5,923,569.105123
-5,675,569.875995
-5,570,570.716681
-5,570,571.344902
-5,540,572.159879
-4,959,573.414884
-5,751,574.374449
-5,689,575.167271
-5,618,576.031233
-5,574,576.671347
-5,563,577.528046
-5,607,578.346499
-4,746,579.195861
-5,413,579.858471
-5,610,580.515148
-5,449,581.215063
-5,659,581.941347
-5,721,582.940731
-4,622,583.832061
-5,697,584.582877
-5,750,585.656208
-5,531,586.433474
-5,633,587.172601
-5,478,587.919429
-5,716,588.693172
-5,677,589.69085
-5,711,590.682915
-5,577,591.348364
-4,629,592.258886
-5,613,593.092162
-5,616,593.849683
-3,756,594.510252
-5,568,595.002914
-4,695,595.601983
-5,553,596.085414
-5,515,596.527434
-5,482,596.947242
-4,836,597.6639
-5,485,598.08637
-5,497,598.512516
-5,460,598.915348
-5,644,599.474186
-4,656,600.041882
-5,631,600.585212
-5,754,601.252039
-5,524,601.717449
-5,733,602.354814
-5,902,603.136171
-5,815,603.837355
-5,442,604.22869
-5,656,604.793455
-4,605,605.318291
-5,696,605.923737
-5,547,606.39827
-5,457,606.789451
-5,706,607.406746
-5,482,607.824604
-5,449,608.210421
-5,671,608.788188
-5,820,609.502757
-5,465,609.905282
-5,656,610.46919
-5,579,610.977482
-5,529,611.44451
-5,415,611.799984
-4,611,612.330186
-5,823,613.037342
-5,624,613.571565
-5,511,614.015477
-5,497,614.44467
-4,849,615.172905
-4,840,615.899953
-5,417,616.254201
-5,603,616.790247
-5,487,617.226177
-5,602,617.755538
-5,661,618.322057
-5,570,618.813054
-5,778,619.486128
-5,425,619.853139
-5,477,620.260372
-5,610,620.785398
-5,714,621.412726
-5,660,621.986368
-5,587,622.549999
-5,649,623.11641
-5,492,623.538343
-5,796,624.225807
-5,519,624.670354
-5,573,625.164826
-5,578,625.657655
-5,630,626.206762
-5,846,626.935498
-5,530,627.40234
-5,809,628.099377
-5,592,628.749904
-5,640,629.298252
-5,867,630.04954
-5,644,630.599932
-5,706,631.213668
-4,653,631.775252
-5,684,632.368748
-4,695,632.969124
-5,697,633.571429
-5,889,634.345973
-5,425,634.708923
-5,643,635.262475
-5,505,635.696153
-5,649,636.254066
-5,589,636.759527
-5,575,637.255008
-5,609,637.77722
-5,872,638.527735
-5,683,639.131377
-5,662,639.70131
-4,647,640.257831
-5,652,641.179726
-5,577,641.791571
-5,600,642.249076
-5,444,642.584479
-5,460,642.935701
-5,604,643.390686
-4,713,644.003605
-5,749,644.585194
-5,600,645.044818
-4,762,645.617578
-5,776,646.212306
-5,563,646.634214
-4,848,647.288119
-5,369,647.573339
-5,578,648.180532
-5,525,648.879526
-5,691,649.574095
-5,477,650.278376
-5,498,650.793881
-5,593,651.537746
-4,646,652.269597
-5,678,652.93505
-5,613,653.687239
-4,795,654.639169
-4,1089,655.928447
-5,741,656.653442
-5,603,657.423816
-5,409,657.817705
-5,580,658.537952
-5,492,659.009028
-5,540,659.697949
-4,646,660.456053
-4,531,661.016432
-5,540,661.689717
-5,741,662.44601
-5,593,663.226636
-5,683,664.022062
-5,529,664.557796
-4,597,665.304772
-5,691,665.976348
-4,727,666.837983
-5,461,667.421256
-5,390,667.84851
-5,669,668.612124
-4,859,669.487217
-5,592,670.203397
-4,724,671.06899
-5,542,671.570151
-5,784,672.471314
-5,456,672.894151
-5,781,673.851111
-5,770,674.815429
-5,608,675.53029
-5,859,676.395246
-5,729,677.31367
-5,448,677.88452
-5,669,678.588099
-5,588,679.369611
-5,761,680.105477
-5,552,680.850447
-5,413,681.241454
-5,590,682.01271
-4,721,682.886278
-5,692,683.543022
-5,433,684.150538
-5,445,684.567345
-5,809,685.506444
-5,637,686.282971
-5,657,686.914244
-5,488,687.582161
-5,823,688.517065
-5,694,689.250765
-5,450,689.903425
-5,506,690.380882
-5,528,691.082464
-5,489,691.556249
-5,600,692.311363
-5,601,692.890363
-5,535,693.591976
-5,784,694.529494
-5,516,695.0423
-5,629,695.822878
-5,652,696.443221
-5,475,697.061985
-5,699,697.858086
-4,854,698.720684
-5,600,699.491036
-5,486,699.951087
-5,533,700.638154
-5,573,701.301185
-5,633,701.941605
-5,420,702.469508
-5,561,703.029761
-4,713,703.861356
-5,576,704.404248
-5,427,704.870108
-5,677,705.378617
-5,469,705.721976
-5,470,706.08306
-4,669,706.56918
-5,417,706.879977
-5,489,707.252149
-5,433,707.581378
-4,667,708.117088
-5,614,708.586941
-4,664,709.101336
-5,410,709.429396
-5,713,710.082522
-5,567,710.606785
-5,840,711.235775
-5,459,711.574837
-5,634,712.049608
-5,477,712.400739
-5,587,712.842248
-4,566,713.265265
-5,581,713.694214
-5,504,714.078316
-5,681,714.588437
-5,579,715.031476
-5,405,715.335722
-3,904,716.013679
-5,737,716.565869
-5,523,716.961302
-5,593,717.420779
-4,631,717.902226
-4,1023,718.66678
-5,657,719.161075
-5,423,719.473944
-5,660,719.979004
-5,539,720.376523
-5,551,720.788478
-4,740,721.335407
-5,417,721.644483
-5,851,722.280798
-5,485,722.638661
-5,418,722.960656
-5,643,723.443428
-5,561,723.877299
-5,506,724.259377
-5,718,724.793126
-5,520,725.179541
-5,518,725.559572
-3,613,726.017575
-5,697,726.53247
-5,670,727.035302
-5,527,727.621405
-5,463,728.12736
-4,646,728.696941
-5,749,729.371833
-5,540,729.851879
-5,525,730.366387
-5,983,731.220007
-5,585,731.849818
-5,517,732.269922
-5,571,732.699937
-5,847,733.343101
-5,583,733.791085
-5,615,734.270824
-5,467,734.632286
-5,671,735.14777
-5,580,735.580682
-5,556,736.008682
-5,753,736.581294
-5,507,736.969528
-4,600,737.440874
-5,489,737.832581
-5,592,738.282546
-5,677,738.797529
-5,584,739.243315
-5,501,739.626366
-5,553,740.044733
-5,489,740.421005
-5,530,740.837193
-5,473,741.200608
-5,754,741.7785
-5,856,742.413406
-5,414,742.726468
-5,1039,743.498224
-4,694,744.017874
-5,693,744.533605
-5,583,744.968434
-5,518,745.351969
-5,658,745.838059
-5,703,746.363144
-4,655,746.852658
-4,672,747.361901
-5,560,747.779543
-5,468,748.127055
-5,615,748.580121
-5,636,749.06199
-5,518,749.448447
-4,962,750.168674
-5,513,750.544187
-5,437,750.873074
-5,462,751.219708
-5,692,752.044322
-5,544,752.710391
-5,756,753.430739
-5,499,754.066526
-5,546,754.580623
-5,801,755.513328
-5,725,756.373839
-5,565,756.916905
-5,438,757.550226
-4,644,758.603713
-5,486,759.198929
-4,1103,760.676759
-5,821,761.753355
-5,470,762.252367
-5,582,763.072231
-4,741,764.069205
-4,826,764.969048
-3,1090,766.518062
-5,475,767.079955
-5,647,767.963214
-5,802,768.875915
-5,491,769.641475
-5,431,770.102223
-5,838,771.22131
-4,911,772.456235
-5,443,772.944304
-4,1158,774.545594
-4,551,775.283391
-5,870,776.493564
-5,626,777.39252
-5,689,778.219442
-5,606,779.094642
-5,530,779.696347
-5,460,780.415156
-5,850,781.519714
-5,555,782.165037
-4,805,783.261779
-5,429,783.721254
-5,590,784.591584
-5,632,785.426662
-5,485,786.02589
-5,464,786.517013
-5,643,787.428972
-5,679,788.347114
-4,612,789.011291
-5,699,789.983683
-5,521,790.748482
-5,534,791.357795
-5,726,792.356229
-5,503,792.911358
-5,648,793.845688
-5,626,794.681289
-5,537,795.32908
-4,680,796.27899
-5,522,796.841922
-5,515,797.611851
-5,574,798.245181
-5,854,799.486338
-5,534,800.328718
-5,724,801.109035
-5,695,802.06377
-5,509,802.782676
-4,607,803.502513
-5,485,804.250236
-5,532,804.882997
-5,501,805.577872
-5,753,806.430118
-5,474,807.150679
-5,608,807.842176
-5,562,808.632318
-5,755,809.685242
-5,617,810.366641
-5,653,811.293169
-5,875,812.421542
-5,675,813.143216
-4,613,814.058874
-4,706,815.052517
-5,420,815.504548
-5,497,816.104502
-5,532,816.565653
-5,540,817.033877
-4,648,817.589817
-4,791,818.276834
-5,534,818.737921
-5,609,819.265591
-5,495,819.684935
-5,538,820.151062
-5,672,820.73113
-4,999,821.587293
-5,715,822.241282
-5,491,822.774667
-5,561,823.228445
-5,523,823.617436
-4,1045,824.415966
-5,483,824.849397
-5,815,825.481963
-5,524,825.884604
-5,481,826.252671
-4,1049,827.045927
-4,769,827.627966
-5,625,828.114585
-4,669,828.617355
-5,488,828.994268
-4,689,829.526899
-5,438,829.863412
-4,558,830.287355
-5,450,830.620528
-5,611,831.214763
-5,797,831.96353
-4,712,832.588002
-5,603,833.136387
-5,458,833.565122
-5,825,834.399795
-5,551,834.889037
-4,805,835.598964
-5,957,836.459425
-5,460,836.857461
-5,629,837.403186
-5,515,837.852367
-4,981,838.696211
-5,596,839.219294
-5,507,839.653889
-5,518,840.105455
-5,547,840.573594
-5,377,840.90157
-5,600,841.417533
-5,558,841.899298
-5,497,842.329035
-5,683,842.965298
-5,737,843.674348
-5,467,844.104019
-5,466,844.533271
-5,872,845.336776
-5,472,845.76837
-5,565,846.288486
-4,695,846.922771
-5,577,847.447587
-5,601,848.01035
-4,653,848.604361
-5,739,849.290229
-5,1139,850.326476
-5,731,850.991959
-5,425,851.375816
-5,568,851.893049
-5,813,852.632433
-5,664,853.251984
-5,621,853.814962
-4,653,854.414512
-5,748,855.107971
-5,520,855.587031
-5,444,856.000091
-5,433,856.40149
-4,795,857.130067
-5,934,857.989302
-5,566,858.505823
-5,808,859.249537
-5,547,859.750139
-5,431,860.141178
-5,641,860.725654
-5,645,861.455998
-5,658,862.060646
-4,955,862.932013
-4,779,863.645417
-5,644,864.237227
-5,556,864.758182
-5,738,865.436272
-5,754,866.130878
-5,589,866.663543
-5,680,867.29195
-5,406,867.674418
-5,613,868.233666
-4,835,868.999752
-5,511,869.474497
-5,840,870.389477
-5,636,870.972107
-5,763,871.667025
-5,720,872.32735
-5,389,872.675232
-5,638,873.736755
-5,632,874.638657
-5,496,875.262208
-5,652,876.221436
-3,752,877.077253
-5,509,877.868642
-5,680,878.808025
-5,524,879.482781
-4,760,880.603424
-5,634,881.349103
-4,1071,882.78036
-5,731,883.883047
-5,548,884.754522
-5,525,885.363924
-5,479,886.14527
-5,605,886.864014
-4,829,888.0481
-5,579,888.924276
-5,974,890.280715
-5,758,891.196123
-5,532,891.975898
-5,558,892.578619
-5,640,893.490707
-5,695,894.459438
-5,428,894.950168
-5,728,896.113574
-4,737,896.959882
-5,460,897.496422
-5,578,898.263725
-5,366,898.658832
-5,529,899.165421
-5,654,900.191925
-5,709,901.309999
-5,499,901.916389
-5,427,902.675068
-5,526,903.230039
-4,662,904.061142
-5,698,904.878674
-5,785,905.697788
-5,460,906.305062
-5,628,906.89295
-5,555,907.599668
-5,710,908.435724
-5,440,908.891333
-5,532,909.533018
-5,591,910.141042
-5,691,910.986461
-5,621,911.567059
-5,588,912.317647
-5,553,912.972649
-5,645,913.666869
-4,1010,914.808067
-5,715,915.67598
-5,495,916.158807
-5,564,916.868307
-5,481,917.317662
-5,609,918.080289
-5,766,918.964688
-5,714,919.638802
-5,677,920.446193
-5,576,921.130604
-5,608,921.735006
-5,663,922.530929
-5,668,923.305224
-5,724,924.031501
-4,674,924.858867
-5,613,925.421911
-5,641,926.232654
-5,495,926.841396
-5,732,927.576357
-5,589,928.309534
-3,977,929.414201
-5,392,929.778527
-5,421,930.307669
-4,593,930.907289
-5,605,931.649804
-5,825,932.548869
-5,524,933.097327
-5,443,933.649753
-5,594,934.27281
-5,771,934.860675
-5,500,935.233988
-5,537,935.635488
-5,538,936.049349
-5,520,936.445029
-5,601,936.89811
-5,799,937.498106
-5,671,938.007902
-5,582,938.439888
-5,441,938.771798
-4,819,939.392557
-5,791,939.984729
-5,707,940.512808
-5,611,940.98859
-5,432,941.303943
-5,533,941.698294
-5,806,942.301461
-4,864,942.945672
-4,571,943.366527
-5,662,943.858139
-4,687,944.367018
-5,534,944.76552
-5,711,945.29558
-5,685,945.805076
-5,679,946.306487
-5,662,946.805052
-5,609,947.272348
-5,553,947.679869
-5,538,948.087214
-5,514,948.468102
-5,727,949.012852
-5,1234,949.958363
-5,569,950.379422
-5,419,950.685067
-5,672,951.188106
-5,788,951.773336
-3,987,952.508083
-5,610,952.9724
-5,882,953.620251
-5,1057,954.432231
-5,859,955.095918
-5,504,955.481287
-5,647,955.974022
-5,521,956.359421
-3,695,956.877358
-5,595,957.320957
-5,466,957.806178
-5,412,958.223236
-5,532,958.690862
-5,431,959.175745
-5,532,959.628314
-5,483,960.075365
-5,552,960.532174
-5,637,961.242126
-5,677,961.865891
