#{"t_start": 1639611245.9746084, "env_id": null}
r,l,t
-5,673,7762.51446
-5,416,7762.836204
-5,522,7763.238778
-5,594,7763.687194
-5,756,7764.261652
-5,548,7764.676161
-5,465,7765.019044
-4,576,7765.461234
-5,561,7765.885237
-5,478,7766.252497
-5,747,7766.813836
-5,771,7767.403523
-5,699,7767.929523
-5,676,7768.451782
-5,686,7768.999064
-5,678,7769.514897
-5,702,7770.04528
-4,820,7770.677108
-4,792,7771.284021
-5,444,7771.610204
-5,560,7772.032189
-5,515,7772.430735
-3,910,7773.118374
-4,714,7773.660049
-5,593,7774.101359
-5,708,7774.638293
-5,548,7775.042571
-5,813,7775.670181
-5,648,7776.163923
-3,1024,7776.942006
-5,485,7777.31682
-5,480,7777.679138
-5,611,7778.140897
-5,423,7778.458274
-5,540,7778.875859
-4,794,7779.482076
-5,551,7779.897618
-5,624,7780.37127
-5,550,7780.7878
-5,832,7781.419021
-5,719,7781.963275
-5,773,7782.55037
-5,670,7783.294842
-5,530,7783.856209
-5,585,7784.477351
-5,630,7785.174213
-5,831,7786.046914
-5,382,7786.424979
-5,644,7787.044048
-5,587,7787.645476
-4,860,7788.505115
-5,705,7789.237227
-5,575,7789.765309
-5,582,7790.214262
-5,613,7790.67622
-5,569,7791.097924
-5,549,7791.51198
-5,641,7792.00139
-5,668,7792.509472
-5,547,7792.92924
-4,809,7793.540614
-5,451,7793.881457
-5,558,7794.316106
-5,553,7794.729835
-5,669,7795.236803
-5,496,7795.621499
-5,552,7796.037147
-5,681,7796.549296
-5,560,7796.973068
-5,575,7797.418381
-5,480,7797.78205
-5,738,7798.341155
-4,775,7798.921739
-4,665,7799.427007
-5,801,7800.061342
-5,463,7800.42348
-5,579,7800.856718
-5,531,7801.260987
-5,547,7801.669039
-5,559,7802.089462
-5,588,7802.53695
-5,612,7803.000606
-5,460,7803.35883
-5,486,7803.725319
-5,427,7804.04051
-5,562,7804.472212
-5,583,7804.910538
-5,984,7805.653347
-5,402,7805.959635
-5,825,7806.579346
-5,663,7807.504604
-5,502,7807.975557
-5,503,7808.681583
-5,501,7809.16579
-5,416,7809.79751
-5,511,7810.30777
-5,434,7810.923266
-5,615,7811.578263
-5,646,7812.425293
-5,588,7813.001125
-5,510,7813.752232
-5,547,7814.26938
-5,574,7815.038607
-5,508,7815.511091
-5,671,7816.400925
-5,495,7817.025747
-5,448,7817.522382
-5,602,7818.339474
-5,558,7818.877037
-5,508,7819.591667
-5,588,7820.157853
-5,451,7820.813768
-5,500,7821.302302
-5,459,7821.968542
-5,383,7822.332165
-5,686,7823.244669
-5,680,7823.888197
-5,723,7824.788545
-5,665,7825.653235
-5,501,7826.145508
-4,722,7827.073025
-5,595,7827.65001
-5,472,7828.295433
-4,698,7829.195792
-5,570,7829.742283
-5,950,7830.913996
-5,449,7831.489346
-5,503,7832.074111
-4,800,7833.056283
-5,695,7833.85365
-5,401,7834.315719
-5,598,7834.9012
-5,509,7835.613633
-5,421,7836.01121
-5,841,7837.018266
-5,538,7837.757367
-5,417,7838.15595
-4,707,7839.029062
-5,799,7839.933209
-4,787,7840.739331
-5,552,7841.489767
-4,601,7842.190694
-5,592,7842.810135
-5,635,7843.650661
-5,495,7844.143402
-4,617,7844.964263
-4,740,7845.78796
-5,541,7846.390163
-4,728,7847.313462
-5,404,7847.696812
-5,460,7848.282165
-5,593,7848.924914
-5,476,7849.610633
-5,668,7850.311748
-5,601,7851.135535
-5,500,7851.609293
-4,668,7852.517049
-5,495,7853.14282
-5,423,7853.661075
-5,636,7854.428615
-5,536,7855.038041
-5,498,7855.660709
-5,709,7856.433738
-5,410,7857.05489
-5,487,7857.552697
-5,460,7858.153465
-5,615,7858.801024
-4,612,7859.598692
-4,1365,7861.158747
-4,720,7862.136491
-5,420,7862.537344
-4,943,7863.747455
-5,469,7864.353669
-4,851,7865.283099
-5,687,7866.64521
-5,483,7867.029114
-5,661,7867.54622
-5,505,7867.959341
-5,456,7868.307707
-5,624,7868.781649
-5,723,7869.359454
-5,895,7870.072577
-5,703,7870.613056
-5,737,7871.186332
-5,462,7871.549249
-5,555,7871.979159
-5,561,7872.437689
-5,606,7872.940345
-5,708,7873.51169
-5,706,7874.104655
-5,631,7874.581553
-5,546,7874.9973
-5,748,7875.564991
-5,453,7875.903842
-5,748,7876.487214
-5,682,7877.004836
-4,791,7877.659342
-5,606,7878.151549
-5,616,7878.6666
-5,534,7879.091759
-5,688,7879.619459
-5,936,7880.327507
-5,606,7880.785003
-5,621,7881.257447
-5,810,7881.8703
-5,756,7882.452095
-5,494,7882.831052
-5,424,7883.167977
-5,604,7883.646517
-5,383,7883.947079
-5,655,7884.458123
-5,554,7884.892305
-5,411,7885.215263
-5,645,7885.705142
-5,594,7886.18225
-5,521,7886.645273
-5,840,7887.329527
-4,538,7887.747383
-5,635,7888.254041
-4,636,7888.744204
-5,906,7889.446694
-5,528,7889.878695
-5,653,7890.376214
-5,432,7890.71882
-5,664,7891.224038
-5,504,7891.624228
-5,517,7892.02588
-5,678,7892.565773
-4,573,7893.044158
-5,736,7893.643653
-5,430,7893.984249
-5,416,7894.307983
-5,995,7895.066478
-3,591,7895.534038
-5,438,7895.889227
-5,961,7896.632252
-5,705,7897.170204
-5,585,7897.632651
-5,606,7898.115901
-5,611,7898.615354
-4,951,7899.492136
-5,633,7900.002264
-3,650,7900.500379
-5,790,7901.109833
-5,812,7901.780879
-5,429,7902.115789
-5,618,7902.593518
-5,629,7903.081229
-5,774,7903.666854
-5,422,7903.987504
-5,601,7904.442524
-4,714,7904.990007
-4,668,7905.496007
-5,404,7905.795789
-5,627,7906.285394
-5,980,7907.034628
-4,686,7907.578692
-4,628,7908.056632
-5,444,7908.390684
-5,664,7908.893752
-5,634,7909.380932
-5,497,7909.758264
-5,634,7910.275454
-5,570,7910.838078
-5,771,7911.420911
-5,1782,7912.779332
-5,520,7913.179183
-5,596,7913.631181
-5,696,7914.173326
-5,661,7914.669985
-5,551,7915.09181
-5,756,7915.674161
-5,508,7916.060965
-5,656,7916.559523
-5,544,7917.338385
-3,843,7918.223246
-5,393,7918.819412
-5,663,7919.457812
-5,412,7920.06478
-5,587,7920.64909
-5,983,7921.800664
-5,642,7922.617774
-5,730,7923.460677
-5,600,7924.109673
-5,602,7924.883109
-5,458,7925.333717
-5,792,7926.299125
-4,565,7926.970587
-5,499,7927.562121
-5,708,7928.482109
-5,592,7929.068313
-5,721,7929.949955
-5,672,7930.8036
-5,665,7931.437025
-5,620,7932.273978
-5,412,7932.66584
-5,619,7933.492584
-5,541,7934.016502
-5,373,7934.632631
-5,536,7935.146912
-5,408,7935.733883
-5,634,7936.335609
-5,930,7937.44437
-5,552,7938.207931
-5,512,7938.692489
-5,1081,7939.970243
-5,688,7940.855831
-5,529,7941.512193
-5,623,7942.167393
-5,629,7942.969256
-5,545,7943.483739
-5,491,7944.168427
-5,502,7944.644114
-5,495,7945.325159
-5,848,7946.290541
-5,750,7947.049787
-5,436,7947.683333
-5,589,7948.243983
-5,599,7949.086492
-4,586,7949.774387
-5,398,7950.278468
-5,722,7951.194513
-5,545,7951.786846
-5,541,7952.589924
-5,479,7953.048446
-5,465,7953.728544
-5,439,7954.205582
-5,633,7955.06728
-5,827,7955.888052
-5,532,7956.664632
-5,496,7957.285621
-5,653,7958.519664
-5,416,7959.105676
-5,426,7959.662965
-5,650,7960.462845
-5,594,7961.18715
-4,845,7962.289356
-5,645,7963.054268
-5,628,7963.75248
-5,403,7964.274466
-5,442,7964.78197
-5,648,7965.652991
-5,607,7966.226979
-5,530,7966.975612
-5,676,7967.600172
-5,497,7968.319261
-5,423,7968.728032
-5,532,7969.478927
-5,541,7969.982977
-4,562,7970.749692
-5,704,7971.587763
-5,873,7972.483512
-5,660,7973.32359
-5,544,7974.102674
-5,636,7974.712957
-5,489,7975.444711
-5,602,7976.00322
-5,411,7977.015625
-5,607,7977.47884
-5,711,7978.013255
-5,666,7978.521057
-5,645,7979.008197
-5,497,7979.38521
-5,749,7979.962198
-5,585,7980.405338
-5,685,7980.923018
-5,809,7981.536528
-5,692,7982.054847
-5,443,7982.396485
-5,522,7982.787374
-5,717,7983.336261
-5,597,7983.784207
-4,830,7984.435697
-5,547,7984.847747
-4,737,7985.416467
-5,433,7985.742909
-5,478,7986.120374
-5,565,7986.547939
-5,490,7986.917712
-5,778,7987.513712
-5,504,7987.883185
-4,532,7988.29533
-5,544,7988.706827
-5,553,7989.128713
-5,633,7989.608699
-5,580,7990.053384
-5,621,7990.525431
-5,757,7991.095461
-5,705,7991.626887
-5,765,7992.210285
-5,645,7992.69618
-5,581,7993.153041
-5,652,7993.647054
-4,724,7994.19558
-5,405,7994.504672
-5,678,7995.013418
-4,524,7995.408751
-5,625,7995.879213
-4,806,7996.500111
-5,781,7997.086315
-4,536,7997.498264
-5,420,7997.806254
-4,731,7998.364236
-5,668,7998.867349
-5,880,7999.549225
-5,744,8000.115661
-4,772,8000.699258
-4,733,8001.253837
-5,554,8001.671931
-5,563,8002.099892
-5,520,8002.501069
-5,407,8002.801126
-5,479,8003.170561
-5,534,8003.576246
-5,469,8003.924829
-5,877,8004.589949
-5,510,8004.978242
-5,436,8005.303901
-5,439,8005.641092
-5,503,8006.022764
-5,565,8006.451502
-5,754,8007.019872
-5,477,8007.380474
-5,570,8007.818133
-5,467,8008.177964
-5,476,8008.542467
-4,490,8008.904299
-5,987,8009.66075
-4,521,8010.059056
-5,918,8010.748926
-5,584,8011.200913
-5,418,8011.522476
-5,771,8012.10564
-5,781,8012.69571
-5,923,8013.392696
-4,628,8013.864754
-5,466,8014.223713
-5,785,8014.812818
-5,609,8015.27881
-5,594,8015.732019
-5,750,8016.306986
-4,580,8016.754894
-5,534,8017.178825
-5,405,8017.501213
-5,783,8018.101285
-5,387,8018.389387
-5,732,8018.967433
-5,923,8019.665244
-5,644,8020.153608
-5,531,8020.555202
-5,532,8020.953522
-5,772,8021.538978
-5,514,8021.92322
-5,567,8022.359974
-5,473,8022.719749
-4,665,8023.227082
-5,540,8023.64138
-5,734,8024.573448
-5,779,8025.404505
-5,813,8026.415767
-5,642,8027.259622
-5,503,8027.747163
-5,535,8028.51077
-5,469,8028.948471
-5,606,8029.763633
-5,571,8030.315591
-5,696,8031.222006
-5,542,8031.855675
-5,706,8032.61963
-5,595,8033.419504
-5,612,8034.013225
-5,727,8034.959852
-5,703,8035.878474
-5,549,8036.404816
-5,509,8037.149495
-5,832,8038.233726
-5,487,8038.69922
-5,1052,8039.951692
-5,703,8040.846455
-5,401,8041.239797
-5,502,8041.917353
-5,565,8042.466711
-5,668,8043.324594
-5,684,8044.146981
-5,669,8044.82177
-5,464,8045.501358
-4,1027,8046.708528
-5,659,8047.337833
-5,646,8048.223419
-5,596,8048.942013
-5,532,8049.533482
-5,566,8050.329751
-5,540,8050.840976
-5,516,8051.601767
-5,597,8052.183903
-5,622,8053.075708
-4,708,8053.88769
-5,1009,8055.075257
-5,501,8055.633436
-5,790,8056.581673
-5,706,8057.24549
-5,686,8058.093493
-4,903,8059.160082
-5,446,8059.570935
-5,401,8060.206795
-4,978,8061.367606
-5,491,8061.833167
-5,493,8062.559355
-5,465,8062.986107
-5,627,8063.772343
-5,716,8064.604142
-5,736,8065.369188
-4,530,8066.105994
-5,485,8066.550019
-5,666,8067.389001
-5,619,8068.12033
-5,488,8068.658131
-4,1005,8069.814774
-4,881,8070.875144
-5,779,8071.760868
-5,591,8072.42215
-5,426,8072.961686
-4,648,8073.66633
-5,422,8074.268544
-4,1070,8075.491648
-5,696,8076.167555
-5,411,8076.765314
-5,543,8077.297146
-5,625,8078.120599
-5,706,8078.945806
-5,736,8079.746993
-5,584,8080.521978
-5,729,8081.328957
-5,640,8082.022198
-4,650,8083.189886
-5,551,8083.601387
-5,441,8083.930271
-5,806,8084.556736
-5,1086,8085.385294
-5,736,8085.993254
-5,543,8086.464152
-5,741,8087.070563
-5,516,8087.457385
-5,589,8087.905129
-5,490,8088.285941
-4,564,8088.712204
-5,726,8089.264679
-5,622,8089.738502
-5,678,8090.260301
-5,807,8090.864851
-5,714,8091.406528
-5,695,8091.926759
-5,728,8092.48742
-5,699,8093.024881
-5,644,8093.515579
-5,711,8094.07215
-5,580,8094.500063
-4,509,8094.882955
-4,739,8095.454763
-5,653,8095.95304
-5,401,8096.262638
-5,510,8096.646873
-5,692,8097.172498
-5,478,8097.524392
-5,633,8098.003815
-4,817,8098.632361
-5,671,8099.144031
-5,829,8099.890938
-5,600,8100.476701
-4,727,8101.234637
-5,731,8101.95011
-5,421,8102.375892
-4,781,8103.080769
-4,955,8103.794241
-5,560,8104.223417
-5,706,8104.754613
-5,743,8105.315055
-5,727,8105.870977
-5,981,8106.614587
-5,730,8107.171046
-5,558,8107.600188
-5,525,8107.991221
-5,675,8108.505016
-5,457,8108.852608
-5,578,8109.294445
-5,713,8109.841088
-5,504,8110.235481
-5,482,8110.600029
-5,562,8111.016171
-5,746,8111.58413
-5,736,8112.138565
-5,554,8112.546021
-5,773,8113.143902
-5,553,8113.552084
-5,664,8114.059516
-5,603,8114.514769
-5,606,8114.978848
-4,1065,8115.78378
-5,619,8116.252322
-5,483,8116.616585
-5,519,8116.998105
-4,912,8117.702044
-5,486,8118.071498
-4,485,8118.440862
-5,739,8119.004495
-5,777,8119.600839
-5,449,8119.93166
-5,705,8120.470332
-4,659,8120.983228
-5,517,8121.413572
-5,612,8121.87296
-4,729,8122.430403
-5,945,8123.155017
-5,723,8123.713191
-5,688,8124.235267
-5,527,8124.635202
-5,693,8125.160556
-4,742,8125.721912
-5,782,8126.325534
-5,428,8126.654988
-5,698,8127.182137
-5,409,8127.485602
-5,398,8127.789174
-5,764,8128.369848
-5,483,8128.737651
-5,456,8129.090151
-5,704,8129.629174
-4,914,8130.318516
-5,670,8130.821522
-5,675,8131.334451
-4,1063,8132.149858
-5,717,8132.691964
-5,833,8133.3268
-5,502,8133.709221
-5,570,8134.363813
-3,731,8135.3036
-5,451,8135.725734
-4,741,8136.67834
-4,571,8137.373436
-5,447,8137.866003
-5,511,8138.49216
-5,509,8139.072548
-5,646,8139.926308
-5,385,8140.30855
-5,817,8141.318274
-5,609,8141.887715
-5,551,8142.673071
-4,743,8143.65201
-4,559,8144.167295
-5,590,8144.975034
-5,498,8145.462025
-5,641,8146.32208
-5,575,8146.994956
-5,738,8147.765956
-5,469,8148.44767
-5,482,8148.90132
-5,637,8149.709563
-5,800,8150.593884
-5,707,8151.363018
-5,611,8152.177211
-5,562,8152.693085
-5,394,8153.269683
-5,613,8153.835465
-5,684,8154.768949
-4,571,8155.459372
-5,521,8156.025207
-5,519,8156.670903
-5,708,8157.420884
-5,740,8158.432141
-5,546,8159.075437
-5,395,8159.518969
-5,485,8159.993817
-4,846,8161.134735
-4,803,8162.511223
-5,794,8163.667326
-3,684,8164.328059
-5,739,8165.314543
-5,530,8166.089202
-5,759,8166.815886
-5,627,8167.610201
-5,473,8168.229615
-5,828,8169.110597
-4,658,8169.949802
-5,568,8170.619232
-5,526,8171.218693
-5,448,8171.780624
-4,741,8172.588034
-5,858,8173.6265
-5,770,8174.623727
-5,698,8175.431264
-5,507,8175.992798
-4,833,8177.009685
-5,459,8177.460274
-5,450,8178.115763
-5,564,8178.636929
-4,848,8179.689008
-5,422,8180.090769
-5,626,8180.912579
-5,597,8181.68765
-5,664,8182.343894
-5,600,8183.142154
-5,549,8183.644152
-5,577,8184.421935
-5,550,8185.120873
-5,670,8185.857131
-5,393,8186.407258
-4,986,8187.676096
-5,476,8188.180051
-5,558,8188.9168
-5,538,8189.502573
-5,636,8190.356153
-5,525,8190.909841
-5,761,8191.909934
-4,852,8193.013876
-5,448,8193.476857
-5,531,8194.172334
-5,495,8194.556945
-5,976,8195.410941
-4,595,8195.88149
-5,394,8196.197368
-5,528,8196.670511
-4,637,8197.194638
-5,594,8197.673016
-5,623,8198.176752
-5,471,8198.539394
-5,775,8199.164112
-5,518,8199.558674
-4,686,8200.109876
-4,699,8200.665657
-5,752,8201.265151
-5,718,8201.819172
-5,406,8202.14165
-5,709,8202.70049
-5,864,8203.414986
-5,646,8204.033398
-5,529,8204.572797
-5,716,8205.200047
-4,983,8206.03122
-5,501,8206.437525
-5,736,8206.999538
-5,505,8207.39197
-5,656,8207.88557
-4,652,8208.387328
-5,491,8208.760404
-5,616,8209.236337
-5,513,8209.627944
-5,679,8210.14233
-5,620,8210.607927
-5,675,8211.122874
-5,480,8211.478261
-5,435,8211.80772
-5,782,8212.403186
-4,632,8212.878827
-5,559,8213.307928
-5,490,8213.683349
-5,816,8214.309417
-4,684,8214.825655
-5,723,8215.376017
-5,874,8216.041174
-4,605,8216.503097
-5,599,8216.955489
-5,534,8217.372948
-5,602,8217.826032
-5,471,8218.198265
-5,428,8218.515602
-4,678,8219.037191
-4,691,8219.559659
-5,411,8219.870918
-5,602,8220.342148
-4,922,8221.043342
-5,413,8221.368174
-5,795,8221.97505
-5,561,8222.406841
-5,477,8222.769589
-5,480,8223.140872
-5,695,8223.674551
-5,643,8224.170672
-5,612,8224.627715
-5,501,8225.000201
-5,533,8225.410003
-5,902,8226.090504
-5,438,8226.42792
-5,479,8226.792522
-5,630,8227.278993
-5,602,8227.731406
-5,602,8228.190567
-4,565,8228.610181
-5,431,8228.937901
-5,1130,8229.804271
-4,805,8230.417978
-5,447,8230.76151
-5,474,8231.115646
-5,634,8231.592137
-5,526,8231.988321
-4,616,8232.460478
-5,487,8232.833298
-5,490,8233.208474
-5,500,8233.581398
-4,700,8234.134731
-5,435,8234.468807
-5,637,8234.957782
-5,499,8235.339073
-5,717,8235.881652
-4,623,8236.356284
-5,679,8236.871495
-3,986,8237.618454
-5,672,8238.133729
-5,636,8238.606725
-5,566,8239.03626
-5,798,8239.649715
-5,820,8240.269682
-4,725,8240.818553
-5,507,8241.206955
-5,811,8241.815204
-5,878,8242.480059
-5,557,8243.24312
-5,608,8243.953672
-5,810,8244.803782
-4,627,8245.600355
-5,756,8246.558007
-5,586,8247.119457
-5,532,8247.866688
-5,520,8248.350279
-5,512,8249.076987
-5,622,8249.702474
-4,585,8250.480031
-5,608,8251.265051
-4,901,8252.300896
-5,909,8253.470478
-5,821,8254.562645
-5,399,8255.117037
-5,581,8255.818939
-5,551,8256.616653
-5,681,8257.3027
-5,435,8257.959123
-5,689,8258.669913
-5,680,8259.58989
-5,792,8260.643791
-4,841,8261.742482
-5,631,8262.368384
-4,830,8263.462014
-5,598,8264.307914
-5,642,8264.959097
-5,404,8265.599919
-5,666,8266.272064
-5,504,8267.056522
-4,797,8268.151891
-5,613,8268.77321
-5,492,8269.490411
-4,624,8270.129709
-5,560,8270.929852
-5,851,8272.000204
-5,482,8272.474136
-5,602,8273.314361
-5,754,8274.244339
-4,674,8275.078536
-5,565,8275.910299
-5,654,8276.579742
-5,409,8277.247275
-5,987,8278.490795
-4,779,8279.332158
-5,795,8280.390222
-5,830,8281.498316
-5,427,8281.91908
-5,612,8282.807903
-4,605,8283.689054
-5,526,8284.219358
-5,535,8284.977862
-4,627,8285.625108
-5,747,8286.614089
-4,1135,8287.980679
-4,597,8288.842425
-4,567,8289.406901
-5,489,8290.150597
-5,680,8290.846487
-5,939,8292.073128
-4,651,8292.981666
-5,493,8293.478009
-5,689,8294.439467
-5,407,8294.99584
-5,573,8295.696759
-5,758,8296.819796
-5,736,8297.739694
-4,684,8298.559884
-5,474,8299.316971
-5,696,8299.986751
-4,779,8301.037517
-5,761,8302.05998
-5,602,8302.633329
-5,597,8303.446634
-4,661,8304.269661
-5,555,8304.796551
-5,548,8305.277371
-5,447,8305.613356
-5,959,8306.359219
-5,420,8306.673495
-5,534,8307.089437
-5,730,8307.665342
-5,579,8308.115355
-5,736,8308.678866
-5,554,8309.105384
-5,516,8309.500517
-5,655,8309.999273
-5,600,8310.460101
-5,465,8310.821223
-5,531,8311.228698
-4,653,8311.725567
-5,553,8312.165476
-4,652,8312.667866
-4,624,8313.151361
-5,585,8313.602143
-5,560,8314.028749
-5,550,8314.452851
-5,559,8314.879358
-5,806,8315.496401
-5,540,8315.912182
-5,480,8316.28395
-5,402,8316.585442
-5,511,8316.978007
-5,551,8317.406841
-5,663,8317.910681
-5,517,8318.317286
-5,699,8318.852129
-5,568,8319.290965
-5,779,8319.878923
-5,646,8320.374905
-5,597,8320.829602
-5,729,8321.380661
-5,549,8321.796702
-5,593,8322.248045
-5,670,8322.759743
-4,933,8323.476978
-5,483,8323.846529
-5,499,8324.22422
-5,602,8324.678391
-5,423,8325.001937
-5,540,8325.417876
-5,569,8325.851028
-5,564,8326.2827
-5,794,8326.893669
-5,641,8327.399269
-5,580,8327.838962
-5,561,8328.262555
-4,688,8328.78177
-5,682,8329.305947
-5,668,8329.808067
-5,636,8330.292381
-5,676,8330.800205
-4,709,8331.336138
-5,641,8331.819384
-5,627,8332.29811
-5,573,8332.726216
-5,589,8333.182751
-5,505,8333.566091
-5,678,8334.134453
-5,632,8334.61316
-5,563,8335.039504
-5,810,8335.667779
-5,530,8336.069229
-5,722,8336.616321
-5,496,8336.994854
-5,603,8337.460757
-5,588,8337.918721
-5,449,8338.255681
-5,645,8338.747844
-5,429,8339.076792
-5,469,8339.440525
-5,708,8339.978407
-5,872,8340.635624
-5,603,8341.094679
-4,650,8341.585426
-5,531,8341.985687
-5,468,8342.351577
-5,679,8342.861975
-5,669,8343.373442
-5,584,8343.813286
-5,545,8344.225574
-5,660,8344.723901
-5,422,8345.051209
-5,822,8345.669617
-5,517,8346.062217
-4,689,8346.581598
-5,872,8347.245658
-5,593,8347.692409
-4,688,8348.214602
-5,653,8348.705928
-5,569,8349.138846
-5,576,8349.574766
-5,626,8350.046209
-5,425,8350.379105
-5,513,8350.757554
-5,649,8351.251948
-5,568,8352.153297
-5,676,8352.955993
-4,569,8353.620396
-5,760,8354.561924
-5,523,8355.064927
-5,577,8355.858351
-5,628,8356.450516
-5,653,8357.272798
-5,444,8357.851263
-5,621,8358.546919
-5,666,8359.394506
-5,457,8359.81305
-5,554,8360.53478
-5,582,8361.09253
-5,688,8361.969602
-5,472,8362.554536
-5,736,8363.343732
-5,499,8364.034542
-5,559,8364.570613
-5,536,8365.284039
-5,498,8365.754834
-5,823,8366.755777
-5,517,8367.389
-5,478,8367.951635
-5,703,8368.901743
-5,548,8369.414761
-5,780,8370.396998
-5,567,8371.091022
-5,457,8371.637097
-5,1076,8372.872214
-5,446,8373.436196
-5,513,8374.024793
-5,563,8374.687144
-4,670,8375.412869
-5,549,8376.19688
-5,583,8376.731512
-5,426,8377.380594
-5,742,8378.05735
-5,549,8378.812285
-4,609,8379.556185
-5,605,8380.19445
-5,542,8380.904316
-5,466,8381.349561
-5,448,8381.948312
-5,584,8382.572895
-5,425,8383.137357
-5,693,8383.863326
-5,853,8384.871751
-4,778,8385.82941
-5,712,8386.634142
-4,650,8387.337991
-5,615,8388.142472
-5,694,8388.80353
-5,448,8389.495551
-5,403,8389.87645
-5,560,8390.638098
-5,796,8391.581776
-4,636,8392.247945
-5,722,8393.202856
-4,976,8394.372949
-5,450,8394.79122
-5,621,8395.677418
-5,526,8396.182355
-5,784,8397.172491
-5,554,8397.96779
-5,415,8398.379608
-5,499,8399.056123
-5,717,8399.742316
-4,573,8400.524758
-4,996,8401.691502
-5,591,8402.263394
-4,585,8403.056733
-5,611,8403.871138
-5,704,8404.547446
-5,735,8405.56749
-5,463,8406.2346
-5,513,8407.062835
-5,637,8407.9704
-4,776,8408.769173
-4,565,8409.613172
-4,622,8410.357463
-5,515,8410.982542
-5,619,8411.693459
-5,640,8412.276014
-5,597,8412.763127
-5,519,8413.167368
-5,797,8413.768289
-5,697,8414.298146
-5,588,8414.745528
-5,709,8415.292639
-5,550,8415.70723
-5,534,8416.114553
-5,700,8416.638192
-5,983,8417.391684
-5,782,8417.984597
-5,442,8418.313257
-5,987,8419.063503
-5,501,8419.447899
-5,749,8420.051038
-5,714,8420.608242
-5,708,8421.150451
-5,857,8421.799948
-5,749,8422.373034
-5,447,8422.712353
-5,399,8423.024469
-5,733,8423.585194
-4,663,8424.086133
-5,631,8424.563847
-5,582,8425.002796
-5,571,8425.435998
-5,568,8425.853517
-5,486,8426.228848
-4,607,8426.68949
-3,952,8427.420555
-5,428,8427.754013
-5,485,8428.128001
-5,524,8428.525566
-5,431,8428.842879
-5,701,8429.373409
-5,488,8429.742622
-5,467,8430.098948
-5,625,8430.571632
-5,689,8431.100616
-5,519,8431.511439
-4,892,8432.18785
-5,567,8432.623774
-5,791,8433.222937
-4,566,8433.652027
-5,526,8434.049875
-5,718,8434.591076
-5,417,8434.90418
-5,602,8435.354319
-4,666,8435.853863
-5,472,8436.219862
-4,761,8436.787592
-5,689,8437.315421
-3,1213,8438.24107
-5,672,8438.751739
-5,628,8439.238205
-5,675,8439.747227
-4,932,8440.458557
-5,740,8441.013394
-5,520,8441.407231
-5,467,8441.755134
-5,420,8442.07605
-5,735,8442.635881
-1,1100,8443.47602
-5,630,8443.950115
-5,796,8444.553302
-4,636,8445.031819
-5,640,8445.518795
-5,688,8446.033059
-5,821,8446.65011
-5,764,8447.233263
-5,444,8447.570455
-5,866,8448.225209
-4,570,8448.656842
-5,781,8449.247803
-5,575,8449.682972
-5,660,8450.190467
-5,609,8450.669712
-5,593,8451.140343
-5,506,8451.534812
-4,1017,8452.305861
-5,448,8452.645464
-4,701,8453.176608
-5,642,8453.66
-5,583,8454.118706
-5,458,8454.476517
-4,883,8455.142164
-5,926,8455.848557
-5,597,8456.301524
-5,425,8456.624717
-5,472,8456.985498
-4,749,8457.555333
-5,675,8458.107226
-5,431,8458.451052
-5,641,8458.932363
-4,516,8459.325864
-5,753,8459.896395
-4,775,8460.496831
-5,563,8460.90903
-5,757,8462.003917
-4,839,8463.121415
-4,603,8463.717214
-5,765,8464.723011
-4,968,8465.886285
-5,375,8466.268203
-5,467,8466.987927
-4,767,8467.871175
-5,605,8468.576042
-5,557,8469.357361
-5,458,8469.800944
-5,525,8470.518137
-5,701,8471.202208
-5,696,8472.097652
-5,795,8473.080536
-5,497,8473.546501
-5,411,8474.160296
-5,615,8474.757489
-5,739,8475.69994
-5,481,8476.17151
-5,771,8477.145858
-5,697,8478.062906
-5,576,8478.612061
-5,540,8479.36542
-5,526,8479.882079
-5,734,8480.85007
-5,534,8481.631847
-5,839,8482.655612
-5,478,8483.229272
-5,609,8483.943403
-5,488,8484.507868
-5,802,8485.553216
-5,648,8486.168097
-5,902,8487.27908
-5,598,8488.124206
-5,393,8488.493342
-5,434,8489.15484
-5,472,8489.626368
-4,645,8490.593681
-5,563,8491.114741
-4,704,8492.0131
-5,697,8492.956092
-5,651,8493.584478
-5,656,8494.441119
-5,581,8495.200592
-4,627,8495.849684
-5,489,8496.581483
-5,626,8497.183977
-4,548,8497.972093
-5,511,8498.477776
-5,993,8499.673154
-5,545,8500.434515
-5,543,8500.981289
-5,761,8501.957096
-5,622,8502.807666
-4,994,8504.044008
-4,807,8504.946146
-5,578,8505.614522
-4,718,8506.574304
-5,620,8507.167818
-5,504,8507.874161
-5,528,8508.406783
-4,651,8509.268745
-5,579,8509.940351
-5,761,8510.848954
-5,596,8511.670999
-5,688,8512.452504
-4,558,8513.11182
-5,566,8513.907274
-5,580,8514.477578
-5,796,8515.463167
-5,881,8516.608929
-5,657,8517.379961
-5,596,8518.049253
-5,587,8518.876291
-5,673,8519.528792
-5,1125,8520.899483
-5,716,8522.199393
-5,468,8522.563877
-5,617,8523.037507
-5,567,8523.469413
-5,529,8523.874643
-5,693,8524.406685
-4,703,8524.939469
-5,512,8525.338399
-5,513,8525.728332
-5,554,8526.155597
-5,572,8526.591773
-5,608,8527.05259
-5,769,8527.646416
-4,680,8528.175067
-5,672,8528.685526
-5,659,8529.196809
-5,557,8529.622358
