time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/n_updates
33,-4.85,624.84,67584,461,146,-0.01622307114303112,0.011437274478521432,0.056201171875,-1.689480946958065,0.0003,0.006129537,0.8481889367103577,0.2,-0.0076184607823961414,320
34,-4.85,622.97,69632,459,151,-0.010640491731464863,0.013651327964180383,0.0390625,-1.6686844315379858,0.0003,0.006381573,0.8373576104640961,0.2,-0.006024652822816279,330
35,-4.85,625.87,71680,459,156,0.0014493130147457123,0.013589800873887725,0.059326171875,-1.666141862422228,0.0003,0.0069045927,0.8219664841890335,0.2,-0.008288412130787038,340
36,-4.85,633.07,73728,459,160,-0.021763876080513,0.011697737730719382,0.09013671875,-1.6233725093305111,0.0003,0.009642137,0.8433573693037033,0.2,-0.010966986080165952,350
37,-4.82,635.91,75776,459,164,0.0034767277538776398,0.014650873914797557,0.06494140625,-1.5767684075981379,0.0003,0.008332665,0.7783014178276062,0.2,-0.006160996844118927,360
38,-4.82,635.96,77824,455,170,0.011695969849824905,0.01656462551036384,0.04345703125,-1.6211576357483863,0.0003,0.00673429,0.8013636022806168,0.2,-0.006877661208272911,370
39,-4.83,635.28,79872,455,175,0.0018939559813588858,0.010743621431174688,0.03173828125,-1.5341748435050249,0.0003,0.0049024215,0.8886817991733551,0.2,-0.005820770585705759,380
40,-4.83,634.14,81920,455,179,-0.006202168762683868,0.010284389036314678,0.060595703125,-1.5882821191102265,0.0003,0.006293103,0.8875105157494545,0.2,-0.00870757994853193,390
41,-4.83,639.0,83968,456,183,-0.0072830007411539555,0.015181977716565598,0.052392578125,-1.5605673864483833,0.0003,0.0069470485,0.8322988003492355,0.2,-0.008359087244753028,400
42,-4.83,638.93,86016,458,187,-0.00693654827773571,0.010594291061715921,0.051513671875,-1.4692516069859267,0.0003,0.005515607,0.8714754581451416,0.2,-0.00857387817959534,410
43,-4.83,638.84,88064,457,192,-0.028850898146629333,0.013893502497376175,0.048046875,-1.5028514597564935,0.0003,0.0064414633,0.8469233512878418,0.2,-0.006957533082459122,420
44,-4.85,641.57,90112,456,197,-0.023721467703580856,0.012277323139278451,0.049072265625,-1.5311730463057756,0.0003,0.0056045484,0.8618962615728378,0.2,-0.008478350628865882,430
45,-4.85,644.27,92160,454,202,-0.014645029790699482,0.013804277013696265,0.045703125,-1.4867144342511893,0.0003,0.00524674,0.7841266840696335,0.2,-0.006653085855941754,440
46,-4.85,642.8,94208,451,208,0.010950511321425438,0.01222822183626704,0.075732421875,-1.48515962138772,0.0003,0.009071974,0.833238422870636,0.2,-0.007851332901918796,450
47,-4.85,639.06,96256,446,215,-0.0011938149109482765,0.015188162730191834,0.049365234375,-1.536542023345828,0.0003,0.005675487,0.8218452781438828,0.2,-0.006775346458744025,460
48,-4.84,641.03,98304,441,222,-0.020120255649089813,0.012582107752677985,0.05546875,-1.5337858464568854,0.0003,0.005739237,0.8276277631521225,0.2,-0.010038008922128938,470
49,-4.85,641.87,100352,435,230,-0.014587580226361752,0.014443929778644815,0.082958984375,-1.4761886455118656,0.0003,0.0069950977,0.8003159612417221,0.2,-0.00907135334564373,480
50,-4.86,634.78,102400,427,239,-0.0017918944358825684,0.01820676986826584,0.04599609375,-1.5200832698494195,0.0003,0.005550923,0.7317766547203064,0.2,-0.006991140074387658,490
51,-4.86,632.64,104448,426,244,-0.005055099260061979,0.010200925681419903,0.059619140625,-1.5403647419065236,0.0003,0.0066592745,0.837003082036972,0.2,-0.007031988300877856,500
52,-4.86,628.08,106496,426,249,-0.020651020109653473,0.01424757589265937,0.065380859375,-1.517899813503027,0.0003,0.007288986,0.8491768389940262,0.2,-0.007366570473823231,510
53,-4.87,622.61,108544,426,254,-0.020630354061722755,0.012440581629198278,0.059814453125,-1.5403200242668391,0.0003,0.006846429,0.859487384557724,0.2,-0.009233804803807288,520
54,-4.89,615.49,110592,426,259,-0.005000936798751354,0.015315186501538847,0.069970703125,-1.4943142853677274,0.0003,0.007536505,0.8043673485517502,0.2,-0.009558710231794975,530
55,-4.92,614.64,112640,427,263,-0.016674969345331192,0.011687492188502801,0.087548828125,-1.5228666331619025,0.0003,0.007863991,0.846557155251503,0.2,-0.011749609759863232,540
56,-4.92,615.44,114688,427,267,-0.0010766289196908474,0.012856600576924393,0.06328125,-1.525105855613947,0.0003,0.0068434672,0.8306201696395874,0.2,-0.008372277079615742,550
57,-4.94,614.49,116736,428,272,0.00529404915869236,0.01133891225035768,0.0619140625,-1.4920858420431613,0.0003,0.006856611,0.8496854156255722,0.2,-0.00946034020962543,560
58,-4.94,616.0,118784,429,276,0.004247742705047131,0.010969698721601162,0.108203125,-1.50464352928102,0.0003,0.009345486,0.8266057372093201,0.2,-0.012412448911345565,570
59,-4.93,616.71,120832,430,280,0.01841978169977665,0.010090022779331775,0.048828125,-1.4943894986063242,0.0003,0.0066822283,0.845389649271965,0.2,-0.006735930333525176,580
60,-4.93,609.05,122880,430,285,-0.0187801793217659,0.014840965204348322,0.069091796875,-1.4949760269373655,0.0003,0.0076230373,0.7496244013309479,0.2,-0.010541916187503376,590
61,-4.92,608.59,124928,430,290,0.005147899501025677,0.014062468398333295,0.0748046875,-1.5215239644050598,0.0003,0.0068025514,0.8399056941270828,0.2,-0.008545288924506168,600
62,-4.92,609.25,126976,429,295,0.0012063141912221909,0.013334091534488834,0.03330078125,-1.5238227471709251,0.0003,0.005582695,0.8151187598705292,0.2,-0.006795733557373751,610
63,-4.91,609.76,129024,427,301,-0.0072359200567007065,0.011692028650577413,0.043994140625,-1.4913683462888003,0.0003,0.0055474425,0.8355215191841125,0.2,-0.009439603732607793,620
64,-4.89,610.15,131072,427,306,0.009860032238066196,0.012382132042694139,0.059033203125,-1.4761346403509379,0.0003,0.006880636,0.84603351354599,0.2,-0.008666494442149997,630
65,-4.88,616.2,133120,426,311,-0.004226507153362036,0.018325645201548467,0.055029296875,-1.4466559171676636,0.0003,0.006288114,0.7824276685714722,0.2,-0.007756207821512362,640
66,-4.87,616.13,135168,425,318,-0.02436741068959236,0.012664944478456164,0.0916015625,-1.3940749008208513,0.0003,0.0087021105,0.8575224578380585,0.2,-0.013147745888272767,650
67,-4.89,609.42,137216,423,323,-0.029050571843981743,0.015081595224910416,0.07294921875,-1.359880916774273,0.0003,0.008679848,0.7638775855302811,0.2,-0.009201298269545077,660
68,-4.89,611.06,139264,423,328,0.005485711619257927,0.01636551389892702,0.06953125,-1.4654004909098148,0.0003,0.0077834893,0.802818089723587,0.2,-0.010199050583469215,670
69,-4.89,612.49,141312,423,334,-0.003984186798334122,0.011209300198243,0.0673828125,-1.3486056949943304,0.0003,0.0068818396,0.8742881417274475,0.2,-0.009835582452797097,680
70,-4.89,615.04,143360,423,338,-0.007379502058029175,0.012910144576017047,0.03779296875,-1.3915704753249885,0.0003,0.0051791016,0.8445282727479935,0.2,-0.007332766498439014,690
71,-4.89,613.92,145408,423,343,0.008279120549559593,0.016303502418304562,0.060986328125,-1.3693965967744588,0.0003,0.006724367,0.8347193151712418,0.2,-0.0074400399942533115,700
72,-4.89,610.1,147456,424,347,-0.02223522774875164,0.0133335513772181,0.05859375,-1.3969171117991208,0.0003,0.0065819477,0.8384538739919662,0.2,-0.008795048942556605,710
73,-4.89,613.88,149504,425,351,-0.006570586934685707,0.013156550808344037,0.056982421875,-1.41157236546278,0.0003,0.006019649,0.8519120514392853,0.2,-0.007268150168965803,720
74,-4.87,614.33,151552,425,355,0.013104583136737347,0.013101597162312828,0.05732421875,-1.3601175252348185,0.0003,0.0061311927,0.8275801986455917,0.2,-0.009034180802700575,730
75,-4.85,611.84,153600,426,360,0.0037671104073524475,0.013778368594648783,0.036181640625,-1.307698229327798,0.0003,0.0047342842,0.8062669485807419,0.2,-0.007750515283260029,740
76,-4.84,615.07,155648,426,364,-0.009584115818142891,0.015859263888705753,0.066455078125,-1.3369066838175059,0.0003,0.005983074,0.7912445217370987,0.2,-0.009013003687869059,750
77,-4.84,616.58,157696,427,369,-0.018403083086013794,0.014852658158633857,0.06884765625,-1.2710873018950224,0.0003,0.008237289,0.8321478068828583,0.2,-0.009154972262331284,760
78,-4.85,620.74,159744,427,373,-0.018588896840810776,0.012887347906507784,0.07353515625,-1.283180982992053,0.0003,0.0075264745,0.8088428825139999,0.2,-0.009984854537469801,770
79,-4.86,620.68,161792,427,378,0.035164620727300644,0.014042292768863263,0.0546875,-1.2297599539160728,0.0003,0.005918676,0.8188638538122177,0.2,-0.0063851622660877185,780
80,-4.86,623.83,163840,428,382,-0.03039676323533058,0.01202318439973169,0.046435546875,-1.2030899923294782,0.0003,0.0050173486,0.8254746347665787,0.2,-0.008477372695779195,790
81,-4.86,628.89,165888,429,386,-0.013766378164291382,0.013695443177130073,0.0443359375,-1.2059873055666686,0.0003,0.0055563203,0.7342841625213623,0.2,-0.008363518788974034,800
82,-4.85,628.88,167936,429,390,-0.0037206760607659817,0.017005652673105942,0.0671875,-1.2692609019577503,0.0003,0.007282587,0.7554839700460434,0.2,-0.01108481164847035,810
83,-4.83,633.23,169984,429,396,-0.004413845483213663,0.018855428954702803,0.04365234375,-1.2156290210783482,0.0003,0.006052227,0.730048269033432,0.2,-0.007289350242353975,820
84,-4.83,634.81,172032,428,401,-0.012732393108308315,0.011542103956162463,0.0474609375,-1.2831568252295256,0.0003,0.006000538,0.840491846203804,0.2,-0.006493566182325594,830
85,-4.83,634.05,174080,429,405,-0.014607716351747513,0.011437840895814589,0.06083984375,-1.2067149870097638,0.0003,0.0055521545,0.8526944518089294,0.2,-0.01155810483614914,840
86,-4.83,634.61,176128,428,410,-0.005805464461445808,0.012069265817990527,0.080078125,-1.2626637794077396,0.0003,0.0066621527,0.8252145797014236,0.2,-0.011340355138236191,850
87,-4.82,632.02,178176,429,414,-0.02164638787508011,0.01164652424340602,0.060546875,-1.2418476037681103,0.0003,0.0075982055,0.8528018444776535,0.2,-0.008035798372293356,860
88,-4.82,627.98,180224,429,419,-0.009477419778704643,0.016412126750219615,0.08193359375,-1.299162072688341,0.0003,0.0070559396,0.7846550047397614,0.2,-0.011776259938778821,870
89,-4.83,620.91,182272,429,424,-0.02266756072640419,0.012205010595789646,0.067236328125,-1.2715963914990425,0.0003,0.007075943,0.8362260162830353,0.2,-0.010533149343245896,880
90,-4.83,623.67,184320,428,429,-0.022107377648353577,0.011572559391061077,0.079248046875,-1.333424138650298,0.0003,0.006116687,0.8392256200313568,0.2,-0.010616076815495035,890
91,-4.83,623.55,186368,428,434,0.002227586694061756,0.014085410148254596,0.076806640625,-1.3182757657021285,0.0003,0.008722518,0.7140453159809113,0.2,-0.009856074214621913,900
92,-4.83,625.87,188416,429,439,0.021571418270468712,0.01736400857625995,0.064697265625,-1.2122577533125878,0.0003,0.008089106,0.6808033287525177,0.2,-0.008549816589948023,910
93,-4.84,620.04,190464,429,443,0.017684731632471085,0.010719701743801125,0.078759765625,-1.2389728721231221,0.0003,0.0090038655,0.8032273650169373,0.2,-0.0109506804648845,920
94,-4.85,618.85,192512,428,449,-0.030064620077610016,0.011625126440048917,0.054931640625,-1.273042057454586,0.0003,0.0053104097,0.8291362375020981,0.2,-0.009571051175589674,930
95,-4.86,617.3,194560,428,454,-0.029610471799969673,0.011135806793754454,0.0642578125,-1.2621778327971698,0.0003,0.006636291,0.8199429214000702,0.2,-0.00997399197658524,940
96,-4.86,612.71,196608,428,459,-0.02934105135500431,0.014833457098575309,0.07490234375,-1.1232581013813614,0.0003,0.006509889,0.7561746537685394,0.2,-0.009903995679633227,950
97,-4.87,615.74,198656,428,463,-0.00022765249013900757,0.012530973624961916,0.05771484375,-1.1498657016083598,0.0003,0.0067712157,0.7299143075942993,0.2,-0.008128647640842247,960
98,-4.86,609.8,200704,428,467,-0.018769383430480957,0.012029523990349844,0.040673828125,-1.0664201257750392,0.0003,0.00512877,0.8200452774763107,0.2,-0.0070169882019399665,970
99,-4.84,612.73,202752,429,472,0.007799637503921986,0.013985018046514596,0.0369140625,-1.1347061328589916,0.0003,0.0042301165,0.7881385385990143,0.2,-0.00722772470471682,980
100,-4.85,608.03,204800,429,476,0.0032206405885517597,0.013096291726833442,0.0423828125,-1.1108630072325467,0.0003,0.0051468117,0.8368579149246216,0.2,-0.008086643119895598,990
101,-4.85,609.84,206848,430,480,-0.005217221565544605,0.012507575654308312,0.0544921875,-1.1381207033991814,0.0003,0.006424642,0.8072114735841751,0.2,-0.00667167151987087,1000
102,-4.85,614.53,208896,431,484,-0.00894452165812254,0.013721372755389894,0.044189453125,-1.0782055901363492,0.0003,0.0048999893,0.7657282948493958,0.2,-0.008849325012852205,1010
103,-4.85,610.74,210944,431,488,0.03510471060872078,0.010730589094600873,0.072119140625,-1.0336142359301448,0.0003,0.0073878164,0.8427478075027466,0.2,-0.01130358797381632,1020
104,-4.86,608.71,212992,431,493,-0.0004596780054271221,0.0112962186220102,0.06474609375,-1.1196612808853388,0.0003,0.006763145,0.8303649127483368,0.2,-0.007464673141657841,1030
105,-4.88,607.65,215040,431,497,-0.029383359476923943,0.01384096492183744,0.0607421875,-1.0581663021817804,0.0003,0.0076564816,0.8173916190862656,0.2,-0.009770229914283845,1040
106,-4.89,609.46,217088,432,501,-0.015586020424962044,0.009982912357372697,0.073974609375,-1.0102793561294674,0.0003,0.0068805628,0.8714313060045242,0.2,-0.00922566618246492,1050
107,-4.89,609.0,219136,433,505,0.008650554344058037,0.011421150279784343,0.067041015625,-1.048219002224505,0.0003,0.006627731,0.846704974770546,0.2,-0.011774268349108752,1060
108,-4.89,598.58,221184,433,509,-0.005339449271559715,0.010122147760557709,0.052880859375,-1.0424856031313539,0.0003,0.007916626,0.8721651881933212,0.2,-0.007980094214872224,1070
109,-4.89,595.25,223232,434,514,-0.0036469418555498123,0.01349221161362948,0.030419921875,-1.1141230896115304,0.0003,0.0039714896,0.8057322353124619,0.2,-0.00472574714149232,1080
110,-4.88,599.75,225280,434,518,-0.01770666614174843,0.01310579729397432,0.065625,-1.0102436758577824,0.0003,0.0058721006,0.8368762582540512,0.2,-0.00840946711541619,1090
111,-4.88,598.01,227328,435,522,0.004331398755311966,0.013012350981443887,0.063916015625,-0.9549125039950013,0.0003,0.0071240617,0.8374764323234558,0.2,-0.007881762447505025,1100
112,-4.9,593.97,229376,435,526,0.0004373369738459587,0.013359796282020397,0.03955078125,-1.0109322810545565,0.0003,0.004428955,0.8068287372589111,0.2,-0.0057592633973399645,1110
113,-4.9,596.83,231424,436,530,-0.0242510586977005,0.012843754696950782,0.05078125,-1.0383244371041656,0.0003,0.0059779575,0.7884173542261124,0.2,-0.010240352752589388,1120
114,-4.89,597.67,233472,436,534,0.009329011663794518,0.01478019025962567,0.07255859375,-0.9573324967175723,0.0003,0.0076261605,0.7857327461242676,0.2,-0.008061312037170865,1130
115,-4.89,601.67,235520,437,538,-0.013966369442641735,0.01552751169729163,0.07841796875,-1.0023070685565472,0.0003,0.0087889,0.7867013514041901,0.2,-0.009318428127880907,1140
116,-4.9,601.52,237568,437,543,-0.031815458089113235,0.008738772818469442,0.061328125,-0.9501801609992981,0.0003,0.006182015,0.8739704638719559,0.2,-0.0099369688614388,1150
117,-4.9,597.67,239616,437,548,-0.013169187121093273,0.009497288547936477,0.068017578125,-0.9989780284464359,0.0003,0.007041678,0.8366677910089493,0.2,-0.010687685613811481,1160
118,-4.9,603.16,241664,437,552,-0.0025723772123456,0.009835403684337506,0.05,-0.9529497662559152,0.0003,0.0063245627,0.8109588623046875,0.2,-0.007902800689043943,1170
119,-4.9,609.32,243712,437,556,-0.009555816650390625,0.010706605151062832,0.062255859375,-0.9425546217709779,0.0003,0.00604879,0.8368187993764877,0.2,-0.01063386532405275,1180
120,-4.88,607.68,245760,438,560,-0.007838432677090168,0.01336677389772376,0.056396484375,-0.9507813384756446,0.0003,0.0059711896,0.8221304416656494,0.2,-0.008828470729349646,1190
121,-4.89,607.68,247808,438,565,-0.01457143109291792,0.014290814733249136,0.0587890625,-0.9877835826948285,0.0003,0.0063665947,0.7963830530643463,0.2,-0.008359957974607823,1200
122,-4.87,611.33,249856,438,569,0.01011164765805006,0.01331009267596528,0.055908203125,-0.9260175321251154,0.0003,0.006239376,0.8393770605325699,0.2,-0.00983965876584989,1210
